FECHA,CAMPO_OFICIAL,CAMPO_SIH,UBICACION,CUENCA,CATEGORIA,VOLUMEN_ORIGINAL_PETROLEO_MMB,VOLUMEN_ORIGINAL_GAS_MMMPC,PETROLEO_CRUDO_EQUIVALENTE_MMBPCE,PETROLEO_MMB,GAS_MMMPC,CONDENSADO_MMB,LIQUIDOS_PLANTA_MMB,GAS_SECO_MMMPC
1/1/2013,Fotón,FOTON,Terrestre,Tampico-Misantla,2P,0,1.823371,0,0,0,0,0,0
1/1/2013,Fotón,FOTON,Terrestre,Tampico-Misantla,3P,0,1.823371,0,0,0,0,0,0
1/1/2013,Francisco Cano,FRANCISCO CANO,Terrestre,Burgos,1P,14.09878,336.732961,0,0,0,0,0,0
1/1/2013,Francisco Cano,FRANCISCO CANO,Terrestre,Burgos,2P,14.09878,336.732961,0,0,0,0,0,0
1/1/2013,Francisco Cano,FRANCISCO CANO,Terrestre,Burgos,3P,14.09878,336.732961,0,0,0,0,0,0
1/1/2013,Frijolillo,FRIJOLILLO,Terrestre,Tampico-Misantla,1P,0.449577,0.095403,0,0,0,0,0,0
1/1/2013,Frijolillo,FRIJOLILLO,Terrestre,Tampico-Misantla,2P,0.449577,0.095403,0.119345,0.119345,0.05176,0,0,0
1/1/2013,Frijolillo,FRIJOLILLO,Terrestre,Tampico-Misantla,3P,0.449577,0.095403,0.119345,0.119345,0.05176,0,0,0
1/1/2013,Fronterizo,FRONTERIZO,Terrestre,Burgos,1P,0,54.767195,3.753482,0,17.357381,0.081063,0.475681,16.626007
1/1/2013,Fronterizo,FRONTERIZO,Terrestre,Burgos,2P,0,61.676379,5.71045,0,26.407069,0.123327,0.723689,25.294375
1/1/2013,Fronterizo,FRONTERIZO,Terrestre,Burgos,3P,0,64.597245,6.331767,0,29.280252,0.136745,0.802429,28.046493
1/1/2013,Fundador,FUNDADOR,Terrestre,Burgos,1P,0,333.330911,8.36602,0,40.013048,0.044371,1.077888,37.674298
1/1/2013,Fundador,FUNDADOR,Terrestre,Burgos,2P,0,537.397095,10.695762,0,51.15575,0.056727,1.378055,48.165713
1/1/2013,Fundador,FUNDADOR,Terrestre,Burgos,3P,0,578.068182,11.691499,0,55.918168,0.062008,1.506347,52.649769
1/1/2013,Furbero,FURBERO,Terrestre,Tampico-Misantla,1P,2478.730207,1115.428593,99.788391,77.255056,112.805686,0,6.566211,83.043896
1/1/2013,Furbero,FURBERO,Terrestre,Tampico-Misantla,2P,4766.005468,2144.70246,345.461784,231.866724,568.676086,0,33.101586,418.640935
1/1/2013,Furbero,FURBERO,Terrestre,Tampico-Misantla,3P,5258.900051,2366.505022,664.460363,444.619942,1100.558342,0,64.061471,810.195443
1/1/2013,Furbero PR,FURBERO PR,Terrestre,Tampico-Misantla,1P,0.167576,0.305782,0,0,0,0,0,0
1/1/2013,Furbero PR,FURBERO PR,Terrestre,Tampico-Misantla,2P,0.167576,0.305782,0,0,0,0,0,0
1/1/2013,Furbero PR,FURBERO PR,Terrestre,Tampico-Misantla,3P,0.167576,0.305782,0,0,0,0,0,0
1/1/2013,Galaneño,GALANENO,Terrestre,Burgos,1P,0,0,0,0,0,0,0,0
1/1/2013,Galaneño,GALANENO,Terrestre,Burgos,2P,0,0,0,0,0,0,0,0
1/1/2013,Galaneño,GALANENO,Terrestre,Burgos,3P,0,7.392589,1.000928,0,4.693535,0.007885,0.128627,4.495767
1/1/2013,Galia,GALIA,Terrestre,Burgos,1P,0,14.331479,0.141336,0,0.654983,0.002756,0.01795,0.627385
1/1/2013,Galia,GALIA,Terrestre,Burgos,2P,0,14.331479,0.208082,0,0.964298,0.004058,0.026427,0.923667
1/1/2013,Galia,GALIA,Terrestre,Burgos,3P,0,18.295505,1.308943,0,6.065956,0.025527,0.166239,5.81036
1/1/2013,Gallo,GALLO,Terrestre,Tampico-Misantla,1P,117.446304,64.595467,9.750531,7.251179,10.72983,0,0.728311,9.21106
1/1/2013,Gallo,GALLO,Terrestre,Tampico-Misantla,2P,732.585834,402.922208,131.966175,79.194207,226.552441,0,15.377745,194.48474
1/1/2013,Gallo,GALLO,Terrestre,Tampico-Misantla,3P,738.400007,406.120003,220.339677,135.044186,366.177394,0,24.855096,314.346273
1/1/2013,Gallo PR,GALLO PR,Terrestre,Tampico-Misantla,1P,0.094347,0.429189,0,0,0,0,0,0
1/1/2013,Gallo PR,GALLO PR,Terrestre,Tampico-Misantla,2P,0.094347,0.429189,0,0,0,0,0,0
1/1/2013,Gallo PR,GALLO PR,Terrestre,Tampico-Misantla,3P,0.094347,0.429189,0,0,0,0,0,0
1/1/2013,Garufa,GARUFA,Terrestre,Burgos,1P,0,3.39603,0.079107,0,0.260153,0.024065,0.00713,0.249191
1/1/2013,Garufa,GARUFA,Terrestre,Burgos,2P,0,6.481128,1.08257,0,3.560153,0.329325,0.097567,3.410141
1/1/2013,Garufa,GARUFA,Terrestre,Burgos,3P,0,6.481128,1.08257,0,3.560153,0.329325,0.097567,3.410141
1/1/2013,Gasífero,GASIFERO,Terrestre,Veracruz,1P,76.218778,167.362216,30.871886,16.7821,73.378779,0.000842,0,73.275617
1/1/2013,Gasífero,GASIFERO,Terrestre,Veracruz,2P,76.218778,167.362216,37.762448,21.07651,86.899347,0.001005,0,86.777177
1/1/2013,Gasífero,GASIFERO,Terrestre,Veracruz,3P,76.218778,167.362216,39.129018,21.07651,94.016787,0.001005,0,93.884611
1/1/2013,Gato,GATO,Terrestre,Sabinas,1P,0,0.172362,0,0,0,0,0,0
1/1/2013,Gato,GATO,Terrestre,Sabinas,2P,0,0.172362,0,0,0,0,0,0
1/1/2013,Gato,GATO,Terrestre,Sabinas,3P,0,0.172362,0,0,0,0,0,0
1/1/2013,Gaucho,GAUCHO,Terrestre,Cuencas del Sureste,1P,39.364048,112.448628,4.176914,2.983995,6.943808,0.06407,0.440263,3.581289
1/1/2013,Gaucho,GAUCHO,Terrestre,Cuencas del Sureste,2P,45.081551,133.337694,8.056249,5.407484,15.418071,0.142262,0.977562,7.951914
1/1/2013,Gaucho,GAUCHO,Terrestre,Cuencas del Sureste,3P,45.919211,136.394717,9.360899,6.222235,18.2697,0.168574,1.158366,9.42265
1/1/2013,Géminis,GEMINIS,Terrestre,Burgos,1P,0,158.707112,7.724908,0,36.358444,0.032306,0.996408,34.826436
1/1/2013,Géminis,GEMINIS,Terrestre,Burgos,2P,0,180.623808,11.825986,0,55.660784,0.049457,1.525391,53.315448
1/1/2013,Géminis,GEMINIS,Terrestre,Burgos,3P,0,185.158297,12.322942,0,57.999784,0.051535,1.589492,55.555892
1/1/2013,General,GENERAL,Terrestre,Burgos,1P,0,50.076189,0.399552,0,2.078043,0,0,2.078043
1/1/2013,General,GENERAL,Terrestre,Burgos,2P,0,56.616723,0.924715,0,4.809379,0,0,4.809379
1/1/2013,General,GENERAL,Terrestre,Burgos,3P,0,61.522123,1.184617,0,6.161109,0,0,6.161109
1/1/2013,Gigante,GIGANTE,Terrestre,Burgos,1P,0,39.835375,0.073041,0,0.34522,0,0.009461,0.330674
1/1/2013,Gigante,GIGANTE,Terrestre,Burgos,2P,0,39.835375,0.073041,0,0.34522,0,0.009461,0.330674
1/1/2013,Gigante,GIGANTE,Terrestre,Burgos,3P,0,42.370353,0.178829,0,0.84522,0,0.023164,0.809606
1/1/2013,Giraldas,GIRALDAS,Terrestre,Cuencas del Sureste,1P,464.593172,2744.20066,49.919948,3.778442,192.279828,1.761125,17.308803,140.797387
1/1/2013,Giraldas,GIRALDAS,Terrestre,Cuencas del Sureste,2P,464.593172,2744.20066,49.919948,3.778442,192.279828,1.761125,17.308803,140.797387
1/1/2013,Giraldas,GIRALDAS,Terrestre,Cuencas del Sureste,3P,464.593172,2828.609589,53.965376,3.778442,214.828961,1.761125,17.308803,161.837374
1/1/2013,Gomeño,GOMENO,Terrestre,Burgos,1P,0,0.613738,0,0,0,0,0,0
1/1/2013,Gomeño,GOMENO,Terrestre,Burgos,2P,0,0.613738,0,0,0,0,0,0
1/1/2013,Gomeño,GOMENO,Terrestre,Burgos,3P,0,0.613738,0,0,0,0,0,0
1/1/2013,Gran Morelos,GRAN MORELOS,Terrestre,Tampico-Misantla,1P,36.092548,29.788754,0.238533,0.217744,0.089153,0,0.006078,0.076507
1/1/2013,Gran Morelos,GRAN MORELOS,Terrestre,Tampico-Misantla,2P,36.092548,29.788754,1.214458,1.086139,0.550301,0,0.037518,0.472245
1/1/2013,Gran Morelos,GRAN MORELOS,Terrestre,Tampico-Misantla,3P,36.092548,29.788754,1.214458,1.086139,0.550301,0,0.037518,0.472245
1/1/2013,Granaditas,GRANADITAS,Terrestre,Burgos,1P,0,15.390877,1.287221,0,6.074853,0.001924,0.166482,5.818882
1/1/2013,Granaditas,GRANADITAS,Terrestre,Burgos,2P,0,23.895106,1.759743,0,8.304853,0.00263,0.227595,7.954918
1/1/2013,Granaditas,GRANADITAS,Terrestre,Burgos,3P,0,23.895106,1.833941,0,8.65502,0.002741,0.237191,8.29033
1/1/2013,Grande,GRANDE,Terrestre,Burgos,1P,0,4.886822,0.483858,0,2.516513,0,0,2.516513
1/1/2013,Grande,GRANDE,Terrestre,Burgos,2P,0,6.665485,0.570381,0,2.966513,0,0,2.966513
1/1/2013,Grande,GRANDE,Terrestre,Burgos,3P,0,27.924695,0.916473,0,4.766513,0,0,4.766513
1/1/2013,Guadalupe,GUADALUPE,Terrestre,Tampico-Misantla,1P,5.830646,11.192312,0.007078,0.00685,0.001457,0,5.10E-05,0.000925
1/1/2013,Guadalupe,GUADALUPE,Terrestre,Tampico-Misantla,2P,5.830646,11.192312,0.007078,0.00685,0.001457,0,5.10E-05,0.000925
1/1/2013,Guadalupe,GUADALUPE,Terrestre,Tampico-Misantla,3P,5.830646,11.192312,0.007078,0.00685,0.001457,0,5.10E-05,0.000925
1/1/2013,Guaricho,GUARICHO,Terrestre,Cuencas del Sureste,1P,74.883389,56.941997,19.868809,16.839962,12.561058,0,1.209613,9.461707
1/1/2013,Guaricho,GUARICHO,Terrestre,Cuencas del Sureste,2P,102.646907,78.203068,21.255853,17.783579,14.400013,0,1.386702,10.846913
1/1/2013,Guaricho,GUARICHO,Terrestre,Cuencas del Sureste,3P,102.646907,78.203068,21.255853,17.783579,14.400013,0,1.386702,10.846913
1/1/2013,Gubicha,GUBICHA,Terrestre,Cuencas del Sureste,1P,1.537545,1.726533,0,0,0,0,0,0
1/1/2013,Gubicha,GUBICHA,Terrestre,Cuencas del Sureste,2P,1.537545,1.726533,0,0,0,0,0,0
1/1/2013,Gubicha,GUBICHA,Terrestre,Cuencas del Sureste,3P,1.537545,1.726533,0,0,0,0,0,0
1/1/2013,Guillermo Prieto,GUILLERMO PRIETO,Terrestre,Burgos,1P,0,19.611601,0,0,0,0,0,0
1/1/2013,Guillermo Prieto,GUILLERMO PRIETO,Terrestre,Burgos,2P,0,42.451155,0,0,0,0,0,0
1/1/2013,Guillermo Prieto,GUILLERMO PRIETO,Terrestre,Burgos,3P,0,42.451163,0,0,0,0,0,0
1/1/2013,Güiro,GUIRO,Terrestre,Cuencas del Sureste,1P,0,1.260173,0,0,0,0,0,0
1/1/2013,Güiro,GUIRO,Terrestre,Cuencas del Sureste,2P,0,7.45379,0.852788,0,4.435292,0,0,4.435292
1/1/2013,Güiro,GUIRO,Terrestre,Cuencas del Sureste,3P,0,7.45379,0.852788,0,4.435292,0,0,4.435292
1/1/2013,Gurumal,GURUMAL,Terrestre,Cuencas del Sureste,1P,0,1.961007,0,0,0,0,0,0
1/1/2013,Gurumal,GURUMAL,Terrestre,Cuencas del Sureste,2P,0,1.961007,0,0,0,0,0,0
1/1/2013,Gurumal,GURUMAL,Terrestre,Cuencas del Sureste,3P,0,1.961007,0,0,0,0,0,0
1/1/2013,Gusano,GUSANO,Terrestre,Cuencas del Sureste,1P,0,0,0,0,0,0,0,0
1/1/2013,Gusano,GUSANO,Terrestre,Cuencas del Sureste,2P,0,0,0,0,0,0,0,0
1/1/2013,Gusano,GUSANO,Terrestre,Cuencas del Sureste,3P,0,0,0,0,0,0,0,0
1/1/2013,Gutiérrez Zamora,GUTIERREZ ZAMORA,Terrestre,Tampico-Misantla,1P,2.622279,2.495402,0.004737,0.003535,0.005158,0,0.000352,0.004426
1/1/2013,Gutiérrez Zamora,GUTIERREZ ZAMORA,Terrestre,Tampico-Misantla,2P,2.622279,2.495402,0.569036,0.490442,0.33706,0,0.02298,0.289251
1/1/2013,Gutiérrez Zamora,GUTIERREZ ZAMORA,Terrestre,Tampico-Misantla,3P,2.622279,2.495402,0.569036,0.490442,0.33706,0,0.02298,0.289251
1/1/2013,Habano,HABANO,Terrestre,Burgos,1P,0,26.630243,1.61133,0,6.8,0.172608,0.186355,6.513474
1/1/2013,Habano,HABANO,Terrestre,Burgos,2P,0,133.194853,8.080348,0,34.1,0.86558,0.934515,32.663156
1/1/2013,Habano,HABANO,Terrestre,Burgos,3P,0,399.59547,24.241044,0,102.299997,2.596741,2.803545,97.989463
1/1/2013,Hallazgo,HALLAZGO,Terrestre,Tampico-Misantla,1P,258.472135,165.925923,1.293249,0.79166,2.151086,0,0.146657,1.845974
1/1/2013,Hallazgo,HALLAZGO,Terrestre,Tampico-Misantla,2P,258.472135,165.925923,2.419675,1.530166,3.814701,0,0.260079,3.27362
1/1/2013,Hallazgo,HALLAZGO,Terrestre,Tampico-Misantla,3P,258.472135,165.925923,2.419675,1.530166,3.814701,0,0.260079,3.27362
1/1/2013,Hap,HAP,Aguas someras,Cuencas del Sureste,1P,0,0,0,0,0,0,0,0
1/1/2013,Hap,HAP,Aguas someras,Cuencas del Sureste,2P,0,21.065119,0,0,0,0,0,0
1/1/2013,Hap,HAP,Aguas someras,Cuencas del Sureste,3P,0,36.019997,0,0,0,0,0,0
1/1/2013,Hayabil,HAYABIL,Aguas someras,Cuencas del Sureste,1P,0,0,0,0,0,0,0,0
1/1/2013,Hayabil,HAYABIL,Aguas someras,Cuencas del Sureste,2P,0,0,0,0,0,0,0,0
1/1/2013,Hayabil,HAYABIL,Aguas someras,Cuencas del Sureste,3P,3.172161,25.520199,4.669302,1.450009,15.311078,0,1.113727,10.950899
1/1/2013,Hechicera,HECHICERA,Terrestre,Plataforma Burro-Picachos,1P,0,0.488421,0,0,0,0,0,0
1/1/2013,Hechicera,HECHICERA,Terrestre,Plataforma Burro-Picachos,2P,0,0.488421,0,0,0,0,0,0
1/1/2013,Hechicera,HECHICERA,Terrestre,Plataforma Burro-Picachos,3P,0,0.488421,0,0,0,0,0,0
1/1/2013,Hidalgo,HIDALGO,Terrestre,Burgos,1P,0,25.659934,0.196735,0,1.023203,0,0,1.023203
1/1/2013,Hidalgo,HIDALGO,Terrestre,Burgos,2P,0,25.659934,0.225576,0,1.173203,0,0,1.173203
1/1/2013,Hidalgo,HIDALGO,Terrestre,Burgos,3P,0,38.123331,0.379395,0,1.973203,0,0,1.973203
1/1/2013,Higuerón,HIGUERON,Terrestre,Tampico-Misantla,1P,0.192071,0.124016,0,0,0,0,0,0
1/1/2013,Higuerón,HIGUERON,Terrestre,Tampico-Misantla,2P,0.192071,0.124016,0,0,0,0,0,0
1/1/2013,Higuerón,HIGUERON,Terrestre,Tampico-Misantla,3P,0.192071,0.124016,0,0,0,0,0,0
1/1/2013,Hokchi,HOKCHI,Aguas someras,Cuencas del Sureste,1P,97.488031,45.977305,21.430955,19.5,9.200001,0,0.668021,6.568427
1/1/2013,Hokchi,HOKCHI,Aguas someras,Cuencas del Sureste,2P,305.178943,143.928493,67.033304,61.039999,28.554996,0,2.073407,20.387109
1/1/2013,Hokchi,HOKCHI,Aguas someras,Cuencas del Sureste,3P,419.398537,197.796738,93.19823,84.85,39.774997,0,2.888103,28.397735
1/1/2013,Homol,HOMOL,Aguas someras,Cuencas del Sureste,1P,243.950752,399.837728,79.925798,61.367537,97.397689,1.245494,5.98942,58.891938
1/1/2013,Homol,HOMOL,Aguas someras,Cuencas del Sureste,2P,275.925904,638.249734,101.84384,70.7448,163.214356,2.087139,10.036782,98.688273
1/1/2013,Homol,HOMOL,Aguas someras,Cuencas del Sureste,3P,275.925904,638.249734,101.84384,70.7448,163.214356,2.087139,10.036782,98.688273
1/1/2013,Horcón,HORCON,Terrestre,Tampico-Misantla,1P,11.348631,4.103428,0.107162,0.055813,0.22021,0,0.015014,0.188975
1/1/2013,Horcón,HORCON,Terrestre,Tampico-Misantla,2P,11.348631,4.103428,0.107162,0.055813,0.22021,0,0.015014,0.188975
1/1/2013,Horcón,HORCON,Terrestre,Tampico-Misantla,3P,11.348631,4.103428,0.107162,0.055813,0.22021,0,0.015014,0.188975
1/1/2013,Horcones,HORCONES,Terrestre,Tampico-Misantla,1P,332.661355,155.585716,18.647723,13.81714,20.737914,0,1.407631,17.802535
1/1/2013,Horcones,HORCONES,Terrestre,Tampico-Misantla,2P,1173.602293,548.893793,133.790014,81.609901,224.011587,0,15.205278,192.303535
1/1/2013,Horcones,HORCONES,Terrestre,Tampico-Misantla,3P,1188.800021,556.00177,228.541824,141.490823,373.713888,0,25.366651,320.816002
1/1/2013,Hormiguero,HORMIGUERO,Terrestre,Cuencas del Sureste,1P,0,1112.418975,2.966378,0,12.351608,0.024015,1.150781,9.317895
1/1/2013,Hormiguero,HORMIGUERO,Terrestre,Cuencas del Sureste,2P,0,1135.354179,5.008057,0,20.852889,0.040544,1.942833,15.731152
1/1/2013,Hormiguero,HORMIGUERO,Terrestre,Cuencas del Sureste,3P,0,1135.354179,5.008057,0,20.852889,0.040544,1.942833,15.731152
1/1/2013,Huatempo,HUATEMPO,Terrestre,Burgos,1P,0,6.559326,0.108651,0,0.565087,0,0,0.565087
1/1/2013,Huatempo,HUATEMPO,Terrestre,Burgos,2P,0,6.559326,0.108651,0,0.565087,0,0,0.565087
1/1/2013,Huatempo,HUATEMPO,Terrestre,Burgos,3P,0,7.534361,0.195684,0,1.017738,0,0,1.017738
1/1/2013,Huehuetepec,HUEHUETEPEC,Terrestre,Tampico-Misantla,1P,5.517051,3.153894,0.007205,0.007205,0.001844,0,0,0
1/1/2013,Huehuetepec,HUEHUETEPEC,Terrestre,Tampico-Misantla,2P,5.517051,3.153894,0.007205,0.007205,0.001844,0,0,0
1/1/2013,Huehuetepec,HUEHUETEPEC,Terrestre,Tampico-Misantla,3P,5.517051,3.153894,0.007205,0.007205,0.001844,0,0,0
1/1/2013,Huerta,HUERTA,Terrestre,Sabinas,1P,0,0.70032,0,0,0,0,0,0
1/1/2013,Huerta,HUERTA,Terrestre,Sabinas,2P,0,0.70032,0,0,0,0,0,0
1/1/2013,Huerta,HUERTA,Terrestre,Sabinas,3P,0,0.70032,0,0,0,0,0,0
1/1/2013,Huizache,HUIZACHE,Terrestre,Burgos,1P,0,25.031676,1.060653,0,5.604439,0.013993,0,5.443605
1/1/2013,Huizache,HUIZACHE,Terrestre,Burgos,2P,0,25.486797,1.060653,0,5.604439,0.013993,0,5.443605
1/1/2013,Huizache,HUIZACHE,Terrestre,Burgos,3P,0,26.093626,1.060653,0,5.604439,0.013993,0,5.443605
1/1/2013,Huizotate,HUIZOTATE,Terrestre,Tampico-Misantla,1P,2.159888,2.546637,0.026794,0.02163,0.022147,0,0.00151,0.019006
1/1/2013,Huizotate,HUIZOTATE,Terrestre,Tampico-Misantla,2P,2.159888,2.546637,0.026794,0.02163,0.022147,0,0.00151,0.019006
1/1/2013,Huizotate,HUIZOTATE,Terrestre,Tampico-Misantla,3P,2.159888,2.546637,0.026794,0.02163,0.022147,0,0.00151,0.019006
1/1/2013,Humapa,HUMAPA,Terrestre,Tampico-Misantla,1P,962.876625,418.562469,66.514519,50.836858,73.855029,0,4.568469,57.778137
1/1/2013,Humapa,HUMAPA,Terrestre,Tampico-Misantla,2P,3354.975941,1458.408042,432.281966,276.989434,731.559004,0,45.252225,572.311962
1/1/2013,Humapa,HUMAPA,Terrestre,Tampico-Misantla,3P,4456.699934,1937.327462,947.050352,613.41131,1571.721717,0,97.222376,1229.586588
1/1/2013,Ichalkil,ICHALKIL,Aguas someras,Cuencas del Sureste,1P,37.825322,79.221165,11.470436,8.331721,14.453306,0.144701,1.035791,10.184582
1/1/2013,Ichalkil,ICHALKIL,Aguas someras,Cuencas del Sureste,2P,148.014663,214.662981,39.993368,31.322801,39.926646,0.39973,2.861329,28.134477
1/1/2013,Ichalkil,ICHALKIL,Aguas someras,Cuencas del Sureste,3P,571.061494,637.05036,146.73263,117.434668,134.912668,1.350692,9.668469,95.066773
1/1/2013,Ignacio Allende,IGNACIO ALLENDE,Terrestre,Tampico-Misantla,1P,0.288475,0.171685,0,0,0,0,0,0
1/1/2013,Ignacio Allende,IGNACIO ALLENDE,Terrestre,Tampico-Misantla,2P,0.288475,0.171685,0,0,0,0,0,0
1/1/2013,Ignacio Allende,IGNACIO ALLENDE,Terrestre,Tampico-Misantla,3P,0.288475,0.171685,0,0,0,0,0,0
1/1/2013,Indígena,INDIGENA,Terrestre,Burgos,1P,0,1.261274,0,0,0,0,0,0
1/1/2013,Indígena,INDIGENA,Terrestre,Burgos,2P,0,1.261274,0,0,0,0,0,0
1/1/2013,Indígena,INDIGENA,Terrestre,Burgos,3P,0,1.261274,0,0,0,0,0,0
1/1/2013,Integral,INTEGRAL,Terrestre,Burgos,1P,0,10.667178,1.558379,0,7.275064,0.019145,0.199374,6.96852
1/1/2013,Integral,INTEGRAL,Terrestre,Burgos,2P,0,21.579466,3.858019,0,18.010594,0.047396,0.493583,17.251695
1/1/2013,Integral,INTEGRAL,Terrestre,Burgos,3P,0,22.566613,4.057875,0,18.943594,0.049851,0.519152,18.145382
1/1/2013,Irena,IRENA,Terrestre,Burgos,1P,0,3.040489,0,0,0,0,0,0
1/1/2013,Irena,IRENA,Terrestre,Burgos,2P,0,3.040489,0,0,0,0,0,0
1/1/2013,Irena,IRENA,Terrestre,Burgos,3P,0,3.040489,0,0,0,0,0,0
1/1/2013,Íride,IRIDE,Terrestre,Cuencas del Sureste,1P,1419.347691,1932.465247,497.786455,286.923861,853.6694,9.32736,78.660018,639.065429
1/1/2013,Íride,IRIDE,Terrestre,Cuencas del Sureste,2P,1449.655524,1938.960216,524.880741,300.187375,909.662771,9.939155,83.819439,680.982625
1/1/2013,Íride,IRIDE,Terrestre,Cuencas del Sureste,3P,1697.052406,1954.184961,571.461432,345.978007,912.861299,9.974103,84.114162,683.377075
1/1/2013,Iris,IRIS,Terrestre,Cuencas del Sureste,1P,33.71684,203.72713,1.977801,0.514801,5.95968,0.054676,0.549261,4.467927
1/1/2013,Iris,IRIS,Terrestre,Cuencas del Sureste,2P,33.71684,203.72713,1.977801,0.514801,5.95968,0.054676,0.549261,4.467927
1/1/2013,Iris,IRIS,Terrestre,Cuencas del Sureste,3P,33.71684,203.72713,1.977801,0.514801,5.95968,0.054676,0.549261,4.467927
1/1/2013,Isiw,ISIW,Aguas someras,Cuencas del Sureste,1P,0,0,0,0,0,0,0,0
1/1/2013,Isiw,ISIW,Aguas someras,Cuencas del Sureste,2P,0,0,0,0,0,0,0,0
1/1/2013,Isiw,ISIW,Aguas someras,Cuencas del Sureste,3P,0,21.23091,0,0,0,0,0,0
1/1/2013,Isla de Lobos,ISLA DE LOBOS,Aguas someras,Tampico-Misantla,1P,57.682704,14.870602,0,0,0,0,0,0
1/1/2013,Isla de Lobos,ISLA DE LOBOS,Aguas someras,Tampico-Misantla,2P,57.682704,14.870602,0,0,0,0,0,0
1/1/2013,Isla de Lobos,ISLA DE LOBOS,Aguas someras,Tampico-Misantla,3P,57.682704,14.895534,0,0,0,0,0,0
1/1/2013,Ita,ITA,Terrestre,Burgos,1P,0,30.442812,0.197214,0,1.025696,0,0,1.025696
1/1/2013,Ita,ITA,Terrestre,Burgos,2P,0,35.516614,0.420512,0,2.187052,0,0,2.187052
1/1/2013,Ita,ITA,Terrestre,Burgos,3P,0,37.957567,0.420512,0,2.187052,0,0,2.187052
1/1/2013,Itla,ITLA,Aguas someras,Cuencas del Sureste,1P,0,0,0,0,0,0,0,0
1/1/2013,Itla,ITLA,Aguas someras,Cuencas del Sureste,2P,0,0,0,0,0,0,0,0
1/1/2013,Itla,ITLA,Aguas someras,Cuencas del Sureste,3P,57.281992,21.540773,12.548841,11.467414,4.374225,0,0.431884,3.378232
1/1/2013,Ixhuatlán,IXHUATLAN,Terrestre,Cuencas del Sureste,1P,26.55977,1.565781,0,0,0,0,0,0
1/1/2013,Ixhuatlán,IXHUATLAN,Terrestre,Cuencas del Sureste,2P,26.55977,1.565781,0,0,0,0,0,0
1/1/2013,Ixhuatlán,IXHUATLAN,Terrestre,Cuencas del Sureste,3P,26.55977,1.565781,0,0,0,0,0,0
1/1/2013,Ixhuatlán Oriente,IXHUATLAN ORIENTE,Terrestre,Cuencas del Sureste,1P,66.319814,64.462859,0,0,0,0,0,0
1/1/2013,Ixhuatlán Oriente,IXHUATLAN ORIENTE,Terrestre,Cuencas del Sureste,2P,66.319814,64.462859,0,0,0,0,0,0
1/1/2013,Ixhuatlán Oriente,IXHUATLAN ORIENTE,Terrestre,Cuencas del Sureste,3P,66.319814,64.462859,0,0,0,0,0,0
1/1/2013,Ixtal,IXTAL,Aguas someras,Cuencas del Sureste,1P,959.530231,1589.39466,157.598237,112.119014,238.267224,3.067119,14.672635,144.271043
1/1/2013,Ixtal,IXTAL,Aguas someras,Cuencas del Sureste,2P,959.530231,1589.39466,225.804452,159.810014,345.747142,4.450665,21.291311,209.350241
1/1/2013,Ixtal,IXTAL,Aguas someras,Cuencas del Sureste,3P,1064.309493,1603.069402,268.850777,201.810014,351.228873,4.521229,21.628879,212.669435
1/1/2013,Ixtoc,IXTOC,Aguas someras,Cuencas del Sureste,1P,490.653855,558.810075,76.485391,61.670147,67.836845,3.103704,3.932954,40.455884
1/1/2013,Ixtoc,IXTOC,Aguas someras,Cuencas del Sureste,2P,657.278764,748.580678,143.882959,116.005759,127.645642,5.840105,7.400469,76.124078
1/1/2013,Ixtoc,IXTOC,Aguas someras,Cuencas del Sureste,3P,657.278764,748.580678,143.882959,116.005759,127.645642,5.840105,7.400469,76.124078
1/1/2013,Jabalina,JABALINA,Terrestre,Burgos,1P,0,1.243829,0.024768,0,0.077502,0.00837,0.002124,0.074236
1/1/2013,Jabalina,JABALINA,Terrestre,Burgos,2P,0,1.243829,0.024768,0,0.077502,0.00837,0.002124,0.074236
1/1/2013,Jabalina,JABALINA,Terrestre,Burgos,3P,0,1.243829,0.024768,0,0.077502,0.00837,0.002124,0.074236
1/1/2013,Jabonera,JABONERA,Terrestre,Tampico-Misantla,1P,0.877469,0.271703,0,0,0,0,0,0
1/1/2013,Jabonera,JABONERA,Terrestre,Tampico-Misantla,2P,0.877469,0.271703,0,0,0,0,0,0
1/1/2013,Jabonera,JABONERA,Terrestre,Tampico-Misantla,3P,0.877469,0.271703,0,0,0,0,0,0
1/1/2013,Jacinto,JACINTO,Terrestre,Cuencas del Sureste,1P,171.824047,596.60711,16.375696,7.507206,35.517861,0.603193,3.22516,26.213405
1/1/2013,Jacinto,JACINTO,Terrestre,Cuencas del Sureste,2P,181.449815,630.027855,26.52985,13.142681,53.614946,0.910532,4.868446,39.569677
1/1/2013,Jacinto,JACINTO,Terrestre,Cuencas del Sureste,3P,181.449815,630.027855,26.52985,13.142681,53.614946,0.910532,4.868446,39.569677
1/1/2013,Jade,JADE,Terrestre,Burgos,1P,0,2.543405,0,0,0,0,0,0
1/1/2013,Jade,JADE,Terrestre,Burgos,2P,0,2.543405,0,0,0,0,0,0
1/1/2013,Jade,JADE,Terrestre,Burgos,3P,0,2.543405,0,0,0,0,0,0
1/1/2013,Jaf,JAF,Terrestre,Veracruz,1P,0,16.470183,0.16265,0,0.868219,0,0,0.84593
