AÑO,CAMPO_SIH,CATEGORIA,VOLUMEN_ORIGINAL_PETROLEO_MMB,VOLUMEN_ORIGINAL_GAS_MMMPC
2011,NOPALTEPEC,3P,0.0,49.205173
2011,NOVILLERO,1P,0.0,96.336695
2011,NOVILLERO,2P,0.0,96.336695
2011,NOVILLERO,3P,0.0,96.336695
2011,NOXAL,1P,0.0,0.0
2011,NOXAL,2P,0.0,0.0
2011,NOXAL,3P,0.0,583.609467
2011,NUEVA COLONIA,1P,0.393328,0.159268
2011,NUEVA COLONIA,2P,0.393328,0.159268
2011,NUEVA COLONIA,3P,0.393328,0.159268
2011,NUEVO PROGRESO,1P,46.226018,24.39674
2011,NUEVO PROGRESO,2P,46.226018,24.39674
2011,NUEVO PROGRESO,3P,46.226018,24.39674
2011,NUEVO TEAPA,1P,4.225406,0.260982
2011,NUEVO TEAPA,2P,4.225406,0.260982
2011,NUEVO TEAPA,3P,4.225406,0.260982
2011,NUEVOS LIRIOS,1P,0.0,39.481594
2011,NUEVOS LIRIOS,2P,0.0,39.481594
2011,NUEVOS LIRIOS,3P,0.0,39.481594
2011,NUMAN,1P,0.0,0.0
2011,NUMAN,2P,0.0,0.0
2011,NUMAN,3P,257.518804,21.63158
2011,NUMERADOR,1P,0.0,2.556512
2011,NUMERADOR,2P,0.0,2.556512
2011,NUMERADOR,3P,0.0,2.556512
2011,NUTRIA,1P,0.0,2.005688
2011,NUTRIA,2P,0.0,2.005688
2011,NUTRIA,3P,0.0,2.005688
2011,OASIS,1P,0.0,126.468867
2011,OASIS,2P,0.0,127.997977
2011,OASIS,3P,0.0,130.096326
2011,OBERTURA,1P,0.0,13.495862
2011,OBERTURA,2P,0.0,13.495862
2011,OBERTURA,3P,0.0,13.495862
2011,OBSIDIANA,1P,0.0,1.074367
2011,OBSIDIANA,2P,0.0,1.074367
2011,OBSIDIANA,3P,0.0,1.074367
2011,OCH,1P,236.446177,522.940917
2011,OCH,2P,236.446177,522.940917
2011,OCH,3P,236.446177,522.940917
2011,OCOTEPEC,1P,81.619035,45.685867
2011,OCOTEPEC,2P,81.619035,45.685867
2011,OCOTEPEC,3P,81.619035,45.685867
2011,OGARRIO,1P,1006.197748,1126.791144
2011,OGARRIO,2P,1006.197748,1126.791144
2011,OGARRIO,3P,1006.197748,1126.791144
2011,OJILLAL,1P,0.0,0.0
2011,OJILLAL,2P,0.0,3.838962
2011,OJILLAL,3P,0.0,3.838962
2011,OMEGA,1P,0.0,1.383623
2011,OMEGA,2P,0.0,1.383623
2011,OMEGA,3P,0.0,1.696908
2011,ONEL,1P,181.71629,162.840402
2011,ONEL,2P,253.526372,241.807454
2011,ONEL,3P,253.526372,241.807454
2011,OPALO,1P,0.0,0.653027
2011,OPALO,2P,0.0,0.653027
2011,OPALO,3P,0.0,0.653027
2011,OPORTO,1P,0.0,0.231875
2011,OPORTO,2P,0.0,0.231875
2011,OPORTO,3P,0.0,0.231875
2011,OREGANO,1P,0.0,0.362613
2011,OREGANO,2P,0.0,0.362613
2011,OREGANO,3P,0.0,0.362613
2011,OROZCO,1P,0.0,37.364154
2011,OROZCO,2P,0.0,37.364154
2011,OROZCO,3P,0.0,37.364154
2011,OTATES,1P,213.786576,485.936888
2011,OTATES,2P,213.786576,485.936888
2011,OTATES,3P,213.786576,485.936888
2011,OTONO,1P,0.0,0.640997
2011,OTONO,2P,0.0,0.640997
2011,OTONO,3P,0.0,2.604052
2011,OVEJA,1P,0.0,46.166421
2011,OVEJA,2P,0.0,46.166421
2011,OVEJA,3P,0.0,46.166421
2011,OXIACAQUE,1P,1220.945541,1340.857418
2011,OXIACAQUE,2P,1220.945541,1340.857418
2011,OXIACAQUE,3P,1220.945541,1340.857418
2011,PACHE,1P,44.100807,44.432996
2011,PACHE,2P,99.063399,99.809593
2011,PACHE,3P,99.063399,99.809593
2011,PACIFICO,1P,0.26466,0.432412
2011,PACIFICO,2P,0.26466,0.432412
2011,PACIFICO,3P,0.26466,0.432412
2011,PALANGRE,1P,51.639474,52.188134
2011,PALANGRE,2P,83.732117,86.898741
2011,PALANGRE,3P,83.732117,86.898741
2011,PALEOARCOS,1P,0.0,13.407768
2011,PALEOARCOS,2P,0.0,15.642396
2011,PALEOARCOS,3P,0.0,16.440978
2011,PALITO BLANCO,1P,0.0,0.869412
2011,PALITO BLANCO,2P,0.0,0.869412
2011,PALITO BLANCO,3P,0.0,0.869412
2011,PALMA SOLA,1P,3.462535,3.164111
2011,PALMA SOLA,2P,3.462535,3.164111
2011,PALMA SOLA,3P,3.462535,3.164111
2011,PALMITO,1P,0.0,131.003433
2011,PALMITO,2P,0.0,148.721846
2011,PALMITO,3P,0.0,186.023681
2011,PALMITOTA ORIENTE,1P,0.714629,0.401234
2011,PALMITOTA ORIENTE,2P,0.714629,0.401234
2011,PALMITOTA ORIENTE,3P,0.714629,0.401234
2011,PALO BLANCO,1P,311.944569,155.972285
2011,PALO BLANCO,2P,4451.075744,2225.537873
2011,PALO BLANCO,3P,4670.786219,2335.393111
2011,PALO BLANCO PR,1P,1.368927,1.361298
2011,PALO BLANCO PR,2P,1.368927,1.361298
2011,PALO BLANCO PR,3P,1.368927,1.361298
2011,PAME,1P,0.0,8.749265
2011,PAME,2P,0.0,30.74923
2011,PAME,3P,0.0,47.832136
2011,PAMORANA,1P,0.04798,47.405203
2011,PAMORANA,2P,0.04798,60.951833
2011,PAMORANA,3P,0.04798,61.844089
2011,PAMORANA NORTE,1P,0.0,0.000494
2011,PAMORANA NORTE,2P,0.0,0.000494
2011,PAMORANA NORTE,3P,0.0,0.000494
2011,PANAL,1P,7.458262,36.122146
2011,PANAL,2P,7.458262,36.122146
2011,PANAL,3P,7.458262,36.122146
2011,PANDURA,1P,0.0,252.270111
2011,PANDURA,2P,0.0,296.733621
2011,PANDURA,3P,0.0,308.764155
2011,PANUCO,1P,3649.41888,10613.80073
2011,PANUCO,2P,3649.41888,10613.80073
2011,PANUCO,3P,3649.41888,10613.80073
2011,PAPAN,1P,0.0,509.943758
2011,PAPAN,2P,0.0,509.943758
2011,PAPAN,3P,0.0,509.943758
2011,PAPANTLA,1P,66.748472,22.111123
2011,PAPANTLA,2P,66.748472,22.111123
2011,PAPANTLA,3P,66.748472,22.111123
2011,PARAISO,1P,64.945154,35.727419
2011,PARAISO,2P,64.945154,35.727419
2011,PARAISO,3P,77.55321,42.664372
2011,PAREDON,1P,662.315186,1704.070742
2011,PAREDON,2P,682.178568,1755.177237
2011,PAREDON,3P,682.178568,1755.177237
2011,PARRITAS,1P,0.0,13.778996
2011,PARRITAS,2P,0.0,37.83756
2011,PARRITAS,3P,0.0,41.555702
2011,PASCUALITO,1P,0.0,95.064913
2011,PASCUALITO,2P,0.0,95.044237
2011,PASCUALITO,3P,0.0,97.721539
2011,PASO DE ORO,1P,0.541534,0.365345
2011,PASO DE ORO,2P,0.541534,0.365345
2011,PASO DE ORO,3P,0.541534,0.365345
2011,PASTORIA,1P,105.62345,42.24938
2011,PASTORIA,2P,2702.604703,1081.041881
2011,PASTORIA,3P,4709.981173,1883.992469
2011,PATLACHE,1P,0.0,16.430883
2011,PATLACHE,2P,0.0,43.62987
2011,PATLACHE,3P,0.0,54.833394
2011,PATRICIO,1P,0.0,0.05598
2011,PATRICIO,2P,0.0,0.05598
2011,PATRICIO,3P,0.0,0.05598
2011,PATRIOTA,1P,0.0,4.161048
2011,PATRIOTA,2P,0.0,4.161048
2011,PATRIOTA,3P,0.0,4.161048
2011,PECERO,1P,0.411222,0.230884
2011,PECERO,2P,0.411222,0.230884
2011,PECERO,3P,0.411222,0.230884
2011,PENA BLANCA,1P,0.0,145.097081
2011,PENA BLANCA,2P,0.0,160.753536
2011,PENA BLANCA,3P,0.0,189.766232
2011,PERDIZ,1P,171.03161,89.449532
2011,PERDIZ,2P,171.03161,89.449532
2011,PERDIZ,3P,171.03161,89.449532
2011,PESERO,1P,0.0,4.600253
2011,PESERO,2P,0.0,40.803842
2011,PESERO,3P,0.0,94.533578
2011,PETROLERO,1P,0.0,0.44084
2011,PETROLERO,2P,0.0,0.44084
2011,PETROLERO,3P,0.0,0.44084
2011,PIAMONTE,1P,0.0,0.73201
2011,PIAMONTE,2P,0.0,0.73201
2011,PIAMONTE,3P,0.0,0.73201
2011,PICADILLO,1P,0.0,44.631596
2011,PICADILLO,2P,0.0,45.120296
2011,PICADILLO,3P,0.0,45.774213
2011,PIEDRA DE CAL,1P,3.000192,1.684482
2011,PIEDRA DE CAL,2P,3.000192,1.684482
2011,PIEDRA DE CAL,3P,3.000192,1.684482
2011,PIEDRAS,1P,0.0,1.948928
2011,PIEDRAS,2P,0.0,1.948928
2011,PIEDRAS,3P,0.0,1.948928
2011,PIGUA,1P,0.0,0.0
2011,PIGUA,2P,0.0,0.0
2011,PIGUA,3P,1.433178,1.433178
2011,PINGUINO,1P,0.0,3.039716
2011,PINGUINO,2P,0.0,3.039716
2011,PINGUINO,3P,0.0,3.039716
2011,PINOLE,1P,0.182976,0.074995
2011,PINOLE,2P,0.182976,0.074995
2011,PINOLE,3P,0.182976,0.074995
2011,PINTA,1P,0.0,30.353812
2011,PINTA,2P,0.0,30.353812
2011,PINTA,3P,0.0,30.353812
2011,PIPILA,1P,0.0,34.1723
2011,PIPILA,2P,0.0,39.280886
2011,PIPILA,3P,0.0,43.121486
2011,PIRAMIDE,1P,1.234713,2.07972
2011,PIRAMIDE,2P,1.234713,2.07972
2011,PIRAMIDE,3P,1.234713,2.07972
2011,PIRATA,1P,0.0,0.370737
2011,PIRATA,2P,0.0,0.370737
2011,PIRATA,3P,0.0,0.370737
2011,PIRINEO,1P,0.0,25.796232
2011,PIRINEO,2P,0.0,25.796232
2011,PIRINEO,3P,0.0,32.675227
2011,PIT,1P,862.438062,118.688726
2011,PIT,2P,2554.469463,351.546087
2011,PIT,3P,2554.469463,351.546087
2011,PITA,1P,0.0,0.71645
2011,PITA,2P,0.0,0.71645
2011,PITA,3P,0.0,0.71645
2011,PITAHAYA,1P,5.469578,0.0
2011,PITAHAYA,2P,5.469578,0.0
2011,PITAHAYA,3P,5.469578,0.0
2011,PITAL Y MOZUTLA,1P,4.601699,1.981668
2011,PITAL Y MOZUTLA,2P,4.601699,1.981668
2011,PITAL Y MOZUTLA,3P,4.601699,1.981668
2011,PLACETAS,1P,3.507969,1260.528968
2011,PLACETAS,2P,3.507969,1260.528968
2011,PLACETAS,3P,31.47968,11311.6879
2011,PLAN DE AYALA,1P,0.903971,1.597743
2011,PLAN DE AYALA,2P,0.903971,1.597743
2011,PLAN DE AYALA,3P,0.903971,1.597743
2011,PLAN DE ORO,1P,2.572832,0.289052
2011,PLAN DE ORO,2P,2.572832,0.289052
2011,PLAN DE ORO,3P,2.572832,0.289052
2011,PLANOS,1P,1.411131,0.885782
2011,PLANOS,2P,1.411131,0.885782
2011,PLANOS,3P,1.411131,0.885782
2011,PLATANAL,1P,77.82802,125.847886
2011,PLATANAL,2P,77.82802,125.847886
2011,PLATANAL,3P,117.045805,128.049801
2011,PLATINADO,1P,0.0,4.477942
2011,PLATINADO,2P,0.0,4.477942
2011,PLATINADO,3P,0.0,7.432578
2011,PLAYUELA,1P,0.0,84.75514
2011,PLAYUELA,2P,0.0,84.75514
2011,PLAYUELA,3P,0.0,168.131875
2011,POBLADORES,1P,0.0,1.233719
2011,POBLADORES,2P,0.0,1.233719
2011,POBLADORES,3P,0.0,1.22703
2011,POCTLI,1P,0.0,0.0
2011,POCTLI,2P,0.0,74.70227
2011,POCTLI,3P,0.0,91.797171
2011,POHP,1P,0.0,0.0
2011,POHP,2P,515.196761,102.524155
2011,POHP,3P,1266.179869,251.969793
2011,POKOCH,1P,80.17513,114.337753
2011,POKOCH,2P,122.258659,174.353073
2011,POKOCH,3P,122.258659,174.353073
2011,POL,1P,2253.016629,2445.362862
2011,POL,2P,2253.016629,2445.362862
2011,POL,3P,2253.016629,2445.362862
2011,POLVAREDA,1P,0.0,45.433728
2011,POLVAREDA,2P,0.0,45.433728
2011,POLVAREDA,3P,0.0,45.433728
2011,POMELA,1P,0.0,0.37955
2011,POMELA,2P,0.0,0.37955
2011,POMELA,3P,0.0,0.37955
2011,PONTON,1P,7.333151,6.046796
2011,PONTON,2P,7.333151,6.046796
2011,PONTON,3P,7.333151,6.046796
2011,POTRERO DEL LLANO HORCONES,1P,401.127147,212.964382
2011,POTRERO DEL LLANO HORCONES,2P,401.127147,212.964382
2011,POTRERO DEL LLANO HORCONES,3P,401.127147,212.964382
2011,POZA RICA,1P,4809.710298,4826.841694
2011,POZA RICA,2P,4809.710298,4874.118355
2011,POZA RICA,3P,4809.710298,4878.739386
2011,PRESA,1P,0.0,24.55482
2011,PRESA,2P,0.0,32.041218
2011,PRESA,3P,0.0,33.878448
2011,PRESIDENTE ALEMAN,1P,1322.230977,528.892391
2011,PRESIDENTE ALEMAN,2P,5238.759615,2095.503846
2011,PRESIDENTE ALEMAN,3P,6838.625065,2735.450026
2011,PRESIDENTE ALEMAN PR,1P,23.579947,36.364637
2011,PRESIDENTE ALEMAN PR,2P,23.579947,36.364637
2011,PRESIDENTE ALEMAN PR,3P,23.579947,36.364637
2011,PRESITA,1P,0.0,1.497306
2011,PRESITA,2P,0.0,1.497306
2011,PRESITA,3P,0.0,13.378361
2011,PRIMAVERA,1P,0.0,28.732265
2011,PRIMAVERA,2P,0.0,34.841917
2011,PRIMAVERA,3P,0.0,37.507576
2011,PRIMO,1P,0.0,0.0
2011,PRIMO,2P,0.0,0.0
2011,PRIMO,3P,0.0,1.200008
2011,PUENTE,1P,6.067884,4.045252
2011,PUENTE,2P,6.067884,4.045252
2011,PUENTE,3P,6.067884,4.045252
2011,PUERTO CEIBA,1P,1326.242055,819.585108
2011,PUERTO CEIBA,2P,1326.242055,819.585108
2011,PUERTO CEIBA,3P,1326.242055,819.585108
2011,QUINTAL,1P,0.0,3.156108
2011,QUINTAL,2P,0.0,3.156108
2011,QUINTAL,3P,0.0,3.77051
2011,QUITRIN,1P,0.0,45.140072
2011,QUITRIN,2P,0.0,49.629929
2011,QUITRIN,3P,0.0,50.89926
2011,RABASA,1P,48.116331,31.756767
2011,RABASA,2P,68.076161,44.93025
2011,RABASA,3P,68.076161,44.93025
2011,RABEL,1P,0.0,173.08809
2011,RABEL,2P,0.0,173.08809
2011,RABEL,3P,0.0,185.158239
2011,RABON GRANDE,1P,19.321569,10.056331
2011,RABON GRANDE,2P,19.321569,10.056331
2011,RABON GRANDE,3P,19.321569,10.056331
2011,RAFAEL,1P,0.0,3.49192
2011,RAFAEL,2P,0.0,3.49192
2011,RAFAEL,3P,0.0,4.21261
2011,RAMIREZ,1P,0.0,42.96623
2011,RAMIREZ,2P,0.0,49.398201
2011,RAMIREZ,3P,0.0,49.398201
2011,RANCHO NUEVO,1P,53.318216,21.294785
2011,RANCHO NUEVO,2P,53.318216,21.294785
2011,RANCHO NUEVO,3P,53.318216,21.294785
2011,RASHA,1P,0.0,5.577001
2011,RASHA,2P,0.0,20.911715
2011,RASHA,3P,0.0,36.918159
2011,REMOLINO,1P,352.75597,103.181121
2011,REMOLINO,2P,7001.549831,2047.953325
2011,REMOLINO,3P,11719.04033,3427.819296
2011,REMOLINO PR,1P,158.179735,123.722453
2011,REMOLINO PR,2P,158.179735,127.510883
2011,REMOLINO PR,3P,158.179735,127.510883
2011,RENE,1P,0.0,2.485784
2011,RENE,2P,0.0,2.485784
2011,RENE,3P,0.0,2.485784
2011,RENO,1P,0.0,11.810932
2011,RENO,2P,0.0,13.657651
2011,RENO,3P,0.0,13.657651
2011,REYNOSA,1P,2.995806,2801.615383
2011,REYNOSA,2P,2.995806,2965.427147
2011,REYNOSA,3P,2.995806,2996.939526
2011,RIACHUELO,1P,7.432992,7.60837
2011,RIACHUELO,2P,7.432992,7.60837
2011,RIACHUELO,3P,7.432992,7.60837
2011,RIBERENO,1P,0.0,0.0
2011,RIBERENO,2P,26.412384,223.83376
2011,RIBERENO,3P,56.551141,479.246958
2011,RICOS,1P,0.0,18.811038
2011,RICOS,2P,0.0,38.891616
2011,RICOS,3P,0.0,129.080166
2011,RINCON PACHECO,1P,0.0,96.95227
2011,RINCON PACHECO,2P,0.0,96.95227
2011,RINCON PACHECO,3P,0.0,96.95227
2011,RIO BRAVO,1P,0.0,0.159747
2011,RIO BRAVO,2P,0.0,0.159747
2011,RIO BRAVO,3P,0.0,0.159747
2011,RIO NUEVO,1P,245.381635,392.648888
2011,RIO NUEVO,2P,245.381635,392.648888
2011,RIO NUEVO,3P,279.904167,400.117731
2011,ROBULUS,1P,0.0,9.764176
2011,ROBULUS,2P,0.0,14.749312
2011,ROBULUS,3P,0.0,26.886619
2011,RODADOR,1P,163.064935,182.192759
2011,RODADOR,2P,163.064935,182.192759
2011,RODADOR,3P,163.064935,182.192759
2011,ROMARIK,1P,0.0,3.049943
2011,ROMARIK,2P,0.0,3.049943
2011,ROMARIK,3P,0.0,3.049943
2011,ROSAL,1P,0.0,9.605603
2011,ROSAL,2P,0.0,9.605603
2011,ROSAL,3P,0.0,14.688179
2011,ROSENBLU,1P,0.0,14.09454
2011,ROSENBLU,2P,0.0,14.09454
2011,ROSENBLU,3P,0.0,14.09454
2011,ROTALIA,1P,0.0,5.850568
2011,ROTALIA,2P,0.0,11.136731
2011,ROTALIA,3P,0.0,11.136731
2011,RUSCO,1P,0.0,26.282122
2011,RUSCO,2P,0.0,42.352638
2011,RUSCO,3P,0.0,72.896027
2011,SABANA GRANDE,1P,14.485672,5.68097
2011,SABANA GRANDE,2P,792.287517,310.71819
2011,SABANA GRANDE,3P,3035.419483,1190.426491
2011,SABANCUY,1P,5.235214,2.82228
2011,SABANCUY,2P,5.235214,2.82228
2011,SABANCUY,3P,5.235214,2.82228
2011,SALINAS BARCO CARACOL,1P,170.250296,340.500592
2011,SALINAS BARCO CARACOL,2P,170.250296,340.500592
2011,SALINAS BARCO CARACOL,3P,170.250296,340.500592
2011,SALITRILLO,1P,0.0,0.985268
2011,SALITRILLO,2P,0.0,0.985268
2011,SALITRILLO,3P,0.0,0.985268
2011,SAMARIA,1P,4039.253881,5004.551831
2011,SAMARIA,2P,4494.436688,5037.878812
2011,SAMARIA,3P,4635.153893,5045.779495
2011,SAN ALFONSO,1P,3.783784,3.03817
2011,SAN ALFONSO,2P,3.783784,3.03817
2011,SAN ALFONSO,3P,3.783784,3.03817
2011,SAN ANDRES,1P,1404.484138,1700.486208
2011,SAN ANDRES,2P,1421.990269,1723.587648
2011,SAN ANDRES,3P,1421.990269,1723.587648
2011,SAN BERNARDO,1P,0.0,18.49164
2011,SAN BERNARDO,2P,0.0,18.834078
2011,SAN BERNARDO,3P,0.0,20.498796
2011,SAN DIEGO CHICONCILLO,1P,44.556955,25.016869
2011,SAN DIEGO CHICONCILLO,2P,44.556955,25.016869
2011,SAN DIEGO CHICONCILLO,3P,44.556955,25.016869
2011,SAN NICOLAS,1P,0.24959,0.080858
2011,SAN NICOLAS,2P,0.24959,0.080858
2011,SAN NICOLAS,3P,0.24959,0.080858
2011,SAN PABLO,1P,0.0,61.379782
2011,SAN PABLO,2P,0.0,61.379782
2011,SAN PABLO,3P,0.0,73.56462
2011,SAN PEDRO,1P,0.0,1.113299
2011,SAN PEDRO,2P,0.0,1.113299
2011,SAN PEDRO,3P,0.0,1.113299
2011,SAN RAMON,1P,362.189979,159.023255
2011,SAN RAMON,2P,426.125993,187.095023
2011,SAN RAMON,3P,476.210489,209.085139
2011,SAN ROMAN,1P,0.0,3.361405
2011,SAN ROMAN,2P,0.0,3.361405
2011,SAN ROMAN,3P,0.0,3.361405
2011,SAN VICENTE,1P,0.0,5.727791
2011,SAN VICENTE,2P,0.0,5.727791
2011,SAN VICENTE,3P,0.0,5.742049
2011,SANTA AGUEDA,1P,386.451516,243.337148
2011,SANTA AGUEDA,2P,386.451516,243.337148
2011,SANTA AGUEDA,3P,386.451516,243.337148
2011,SANTA ANA,1P,141.242403,133.862442
2011,SANTA ANA,2P,141.242403,133.862442
2011,SANTA ANA,3P,141.242403,133.862442
2011,SANTA ANITA,1P,0.0,217.941849
2011,SANTA ANITA,2P,0.0,285.827851
2011,SANTA ANITA,3P,0.0,309.238701
2011,SANTA FE,1P,0.0,0.232945
2011,SANTA FE,2P,0.0,0.232945
2011,SANTA FE,3P,0.0,0.232945
2011,SANTA LUCIA,1P,14.685811,28.075823
2011,SANTA LUCIA,2P,14.685811,28.075823
2011,SANTA LUCIA,3P,14.685811,28.075823
2011,SANTA ROSA,1P,11.081055,1.959131
2011,SANTA ROSA,2P,11.081055,1.959131
2011,SANTA ROSA,3P,11.081055,1.959131
2011,SANTA ROSALIA,1P,0.0,330.503627
2011,SANTA ROSALIA,2P,0.0,368.586856
2011,SANTA ROSALIA,3P,0.0,442.457453
2011,SANTANDER,1P,0.0,3.926424
2011,SANTANDER,2P,0.0,5.889636
2011,SANTANDER,3P,0.0,7.198444
2011,SANTIAGO,1P,9.056924,8.065355
2011,SANTIAGO,2P,9.056924,8.065355
2011,SANTIAGO,3P,9.056924,8.065355
2011,SANTUARIO,1P,242.373777,140.720033
2011,SANTUARIO,2P,242.373777,140.720033
2011,SANTUARIO,3P,242.373777,140.720033
2011,SARAMAKO,1P,7.962197,70.254888
2011,SARAMAKO,2P,10.750201,94.855
2011,SARAMAKO,3P,10.750201,94.855
2011,SARLAT,1P,2.749968,6.384871
2011,SARLAT,2P,2.749968,6.384871
2011,SARLAT,3P,2.749968,11.193226
2011,SECADERO,1P,4.509042,11.240477
2011,SECADERO,2P,32.51428,81.054023
2011,SECADERO,3P,32.51428,81.054023
2011,SEN,1P,1223.42261,3358.885817
2011,SEN,2P,1223.42261,3358.885817
2011,SEN,3P,1264.844077,3472.842292
2011,SHISHITO,1P,59.81,66.857262
2011,SHISHITO,2P,59.81,66.857262
2011,SHISHITO,3P,59.81,66.857262
2011,SIAMES,1P,1.232,0.691717
2011,SIAMES,2P,1.232,0.691717
2011,SIAMES,3P,1.232,0.691717
2011,SIERRITA,1P,0.000676,0.001932
2011,SIERRITA,2P,0.000676,1.901013
2011,SIERRITA,3P,0.000676,1.901013
2011,SIGMA,1P,0.0,85.210268
2011,SIGMA,2P,0.0,130.682637
2011,SIGMA,3P,0.0,158.577937
2011,SIHIL,1P,1199.910787,546.669991
2011,SIHIL,2P,1199.910787,546.669991
2011,SIHIL,3P,1293.38577,646.958365
2011,SILOZUCHIL,1P,1.353582,805.578889
2011,SILOZUCHIL,2P,1.353582,805.578889
2011,SILOZUCHIL,3P,1.353582,805.578889
2011,SIMBAD,1P,0.0,0.0
2011,SIMBAD,2P,0.0,0.0
2011,SIMBAD,3P,0.0,0.413814
2011,SINAN,1P,573.414554,1357.744102
2011,SINAN,2P,856.025241,1920.432054
2011,SINAN,3P,1114.94636,2344.747249
2011,SITIO,1P,18.009927,6.795144
2011,SITIO,2P,1129.869505,426.299688
2011,SITIO,3P,5511.51568,2079.494497
2011,SITIO GRANDE,1P,1152.594241,1837.858774
2011,SITIO GRANDE,2P,1152.594241,1837.858774
2011,SITIO GRANDE,3P,1152.594241,1837.858774
2011,SOCAVON,1P,0.0,1.290372
2011,SOCAVON,2P,0.0,1.290372
2011,SOCAVON,3P,0.0,1.290372
2011,SOLEDAD,1P,1718.8721,429.718025
2011,SOLEDAD,2P,3048.89273,762.223183
2011,SOLEDAD,3P,3458.233767,864.558442
2011,SOLEDAD NORTE,1P,1043.993255,156.598988
2011,SOLEDAD NORTE,2P,1054.400924,158.160138
2011,SOLEDAD NORTE,3P,1054.400924,158.160138
2011,SOLEDAD PR,1P,36.58975,34.439659
2011,SOLEDAD PR,2P,36.58975,34.439659
2011,SOLEDAD PR,3P,36.58975,34.439659
2011,SOLIS TIERRA AMARILLA,1P,83.341233,51.471884
2011,SOLIS TIERRA AMARILLA,2P,83.341233,51.471884
2011,SOLIS TIERRA AMARILLA,3P,83.341233,51.471884
2011,SOTOL,1P,0.915795,0.347072
2011,SOTOL,2P,0.915795,0.347072
2011,SOTOL,3P,0.915795,0.347072
2011,SULTAN,1P,0.0,87.931809
2011,SULTAN,2P,0.0,99.57264
2011,SULTAN,3P,0.0,119.607244
2011,SUNUAPA,1P,324.038431,696.313688
2011,SUNUAPA,2P,324.038431,696.313688
2011,SUNUAPA,3P,392.411605,844.24211
2011,SUR CHINAMPA NORTE DE AMATLAN,1P,718.753578,422.19413
2011,SUR CHINAMPA NORTE DE AMATLAN,2P,718.753578,422.19413
2011,SUR CHINAMPA NORTE DE AMATLAN,3P,718.753578,422.19413
2011,SUR DE AMATLAN,1P,451.532132,304.21972
2011,SUR DE AMATLAN,2P,451.532132,304.21972
2011,SUR DE AMATLAN,3P,451.532132,304.21972
2011,SURCO,1P,0.0,0.930069
2011,SURCO,2P,0.0,0.930069
2011,SURCO,3P,0.0,0.930069
2011,TABSCOOB,1P,0.0,0.0
2011,TABSCOOB,2P,0.0,0.0
2011,TABSCOOB,3P,0.0,193.199942
2011,TACUILOLAPA,1P,20.380581,21.285275
2011,TACUILOLAPA,2P,20.380581,21.285275
2011,TACUILOLAPA,3P,20.380581,21.285275
2011,TAJIN,1P,2418.25368,846.388788
2011,TAJIN,2P,4386.609342,1535.31327
2011,TAJIN,3P,7265.368521,2542.878983
2011,TAJIN PR,1P,0.751649,1.350463
2011,TAJIN PR,2P,0.751649,1.350463
2011,TAJIN PR,3P,0.751649,1.350463
2011,TAJON,1P,78.032901,50.822169
2011,TAJON,2P,651.550522,424.34935
2011,TAJON,3P,651.550522,424.34935
2011,TAKIN,1P,116.172132,8.480566
2011,TAKIN,2P,116.172132,8.480566
2011,TAKIN,3P,116.172132,8.480566
2011,TALISMAN,1P,0.0,0.0
2011,TALISMAN,2P,0.0,104.145969
2011,TALISMAN,3P,0.0,104.145969
2011,TALUD,1P,0.0,1.943726
2011,TALUD,2P,0.0,1.943726
2011,TALUD,3P,0.0,5.86166
2011,TAMAULIPAS CONSTITUCIONES,1P,2553.457546,1332.717624
2011,TAMAULIPAS CONSTITUCIONES,2P,2607.708996,1352.469361
2011,TAMAULIPAS CONSTITUCIONES,3P,2607.708996,1352.469361
2011,TAMETUTE,1P,0.24959,0.080858
2011,TAMETUTE,2P,0.24959,0.080858
2011,TAMETUTE,3P,0.24959,0.080858
2011,TAMIAHUA,1P,1.155476,0.587769
2011,TAMIAHUA,2P,7.631623,3.882063
2011,TAMIAHUA,3P,7.631623,3.882063
2011,TAMPAMOLON,1P,0.0,0.0
2011,TAMPAMOLON,2P,0.0,0.0
2011,TAMPAMOLON,3P,0.0,8e-06
2011,TAPIJULAPA,1P,0.998896,27.929238
2011,TAPIJULAPA,2P,0.998896,27.929238
2011,TAPIJULAPA,3P,0.998896,27.929238
2011,TARATUNICH,1P,1013.922831,1059.042121
2011,TARATUNICH,2P,1013.922831,1059.042121
2011,TARATUNICH,3P,1013.922831,1059.042121
2011,TECOALLI,1P,43.181245,30.226872
2011,TECOALLI,2P,73.441313,51.40892
2011,TECOALLI,3P,220.210937,154.147657
2011,TECOCO,1P,0.0,1.26988
2011,TECOCO,2P,0.0,1.26988
2011,TECOCO,3P,0.0,4.162998
2011,TECOLUTLA,1P,7.818298,8.779295
2011,TECOLUTLA,2P,7.818298,8.779295
2011,TECOLUTLA,3P,7.818298,8.779295
2011,TECUMA,1P,0.0,0.830798
2011,TECUMA,2P,0.0,0.830798
2011,TECUMA,3P,0.0,0.830798
2011,TEEKIT,1P,0.0,0.0
2011,TEEKIT,2P,63.079795,12.266968
2011,TEEKIT,3P,63.079795,12.266968
2011,TEJADA,1P,26.258219,17.690162
2011,TEJADA,2P,26.258219,17.690162
2011,TEJADA,3P,26.258219,17.690162
2011,TEKEL,1P,175.629295,20.408124
2011,TEKEL,2P,421.299379,48.954988
