CAMPO_SIH,CATEGORIA,AÑO,VOLUMEN_ORIGINAL_PETROLEO_MMB,VOLUMEN_ORIGINAL_GAS_MMMPC
BRASIL,3P,2014,0.0,553.137614
BRASIL,3P,2015,0.0,553.137614
BRASIL,3P,2016,0.0,553.137614
BRASIL,3P,2017,0.0,553.137614
BRASIL,3P,2018,0.0,553.13761
BRASIL,3P,2019,0.0,553.136517
BRASIL,3P,2020,0.0,553.136517
BRASIL,3P,2021,0.0,553.131396
BRASIL,3P,2022,0.0,553.159438
BRASIL,3P,2023,0.0,553.159438
BRICOL,1P,2010,40.411655,48.328542
BRICOL,1P,2011,337.062879,427.836552
BRICOL,1P,2012,337.062879,427.836552
BRICOL,1P,2013,337.062879,427.836552
BRICOL,1P,2014,337.062879,427.836552
BRICOL,1P,2015,204.959554,279.484517
BRICOL,1P,2016,204.959554,279.483963
BRICOL,1P,2017,204.959554,279.483963
BRICOL,1P,2018,204.959554,279.48396
BRICOL,1P,2019,204.959554,279.483963
BRICOL,1P,2020,204.959554,279.483963
BRICOL,1P,2021,204.957656,279.481375
BRICOL,1P,2022,204.957656,279.481375
BRICOL,1P,2023,204.974734,279.504603
BRICOL,1P,2024,204.974734,279.504603
BRICOL,2P,2010,109.657724,131.140334
BRICOL,2P,2011,895.116971,1058.236848
BRICOL,2P,2012,895.116971,1058.236537
BRICOL,2P,2013,895.116971,1058.236537
BRICOL,2P,2014,895.116971,1058.236537
BRICOL,2P,2015,438.782877,545.773349
BRICOL,2P,2016,438.782877,545.772267
BRICOL,2P,2017,438.782877,545.772267
BRICOL,2P,2018,438.782877,545.772266
BRICOL,2P,2019,438.782877,545.772267
BRICOL,2P,2020,438.782877,545.772267
BRICOL,2P,2021,438.778814,545.767213
BRICOL,2P,2022,438.778814,545.767213
BRICOL,2P,2023,438.815375,545.812572
BRICOL,2P,2024,438.815375,545.812572
BRICOL,3P,2010,278.477472,333.03289
BRICOL,3P,2011,944.702975,1113.921931
BRICOL,3P,2012,944.702975,1113.92162
BRICOL,3P,2013,944.702975,1113.92162
BRICOL,3P,2014,895.116971,1058.236537
BRICOL,3P,2015,438.782877,545.773349
BRICOL,3P,2016,438.782877,545.772267
BRICOL,3P,2017,438.782877,545.772267
BRICOL,3P,2018,438.782877,545.772266
BRICOL,3P,2019,438.782877,545.772267
BRICOL,3P,2020,438.782877,545.772267
BRICOL,3P,2021,438.778814,545.767213
BRICOL,3P,2022,438.778814,545.767213
BRICOL,3P,2023,438.815375,545.812572
BRICOL,3P,2024,438.815375,545.812572
BRILLANTE,1P,2011,15.175887,9.226939
BRILLANTE,1P,2012,20.432761,11.973598
BRILLANTE,1P,2013,20.432761,11.973598
BRILLANTE,1P,2014,39.496347,23.14486
BRILLANTE,1P,2015,39.496347,23.14486
BRILLANTE,1P,2016,39.496347,23.144814
BRILLANTE,1P,2017,39.496347,23.144814
BRILLANTE,1P,2018,39.496347,23.144814
BRILLANTE,1P,2019,39.496347,23.144814
BRILLANTE,1P,2020,39.496347,23.144814
BRILLANTE,1P,2021,39.495982,23.144599
BRILLANTE,1P,2022,39.495982,23.144599
BRILLANTE,1P,2023,33.710518,19.75432
BRILLANTE,1P,2024,33.710518,19.75432
BRILLANTE,2P,2011,40.931536,24.886373
BRILLANTE,2P,2012,32.719127,19.173409
BRILLANTE,2P,2013,32.719127,19.173409
BRILLANTE,2P,2014,39.496347,23.14486
BRILLANTE,2P,2015,39.496347,23.14486
BRILLANTE,2P,2016,39.496347,23.144814
BRILLANTE,2P,2017,39.496347,23.144814
BRILLANTE,2P,2018,39.496347,23.144814
BRILLANTE,2P,2019,39.496347,23.144814
BRILLANTE,2P,2020,39.496347,23.144814
BRILLANTE,2P,2021,39.495982,23.144599
BRILLANTE,2P,2022,39.495982,23.144599
BRILLANTE,2P,2023,33.710518,19.75432
BRILLANTE,2P,2024,33.710518,19.75432
BRILLANTE,3P,2011,47.139197,28.660631
BRILLANTE,3P,2012,39.496347,23.14486
BRILLANTE,3P,2013,39.496347,23.14486
BRILLANTE,3P,2014,39.496347,23.14486
BRILLANTE,3P,2015,39.496347,23.14486
BRILLANTE,3P,2016,39.496347,23.144814
BRILLANTE,3P,2017,39.496347,23.144814
BRILLANTE,3P,2018,39.496347,23.144814
BRILLANTE,3P,2019,39.496347,23.144814
BRILLANTE,3P,2020,39.496347,23.144814
BRILLANTE,3P,2021,39.495982,23.144599
BRILLANTE,3P,2022,39.495982,23.144599
BRILLANTE,3P,2023,33.710518,19.75432
BRILLANTE,3P,2024,33.710518,19.75432
BUENA SUERTE,1P,2010,0.0,138.246381
BUENA SUERTE,1P,2011,0.0,138.246381
BUENA SUERTE,1P,2012,0.0,138.246381
BUENA SUERTE,1P,2013,0.0,138.246381
BUENA SUERTE,1P,2014,0.0,138.246381
BUENA SUERTE,1P,2015,0.0,138.246381
BUENA SUERTE,1P,2016,0.0,138.246107
BUENA SUERTE,1P,2017,0.0,138.246107
BUENA SUERTE,1P,2018,0.0,138.24611
BUENA SUERTE,1P,2019,0.0,138.246107
BUENA SUERTE,1P,2020,0.0,138.246107
BUENA SUERTE,1P,2021,0.0,138.244827
BUENA SUERTE,1P,2022,0.0,108.807136
BUENA SUERTE,1P,2023,0.0,138.253128
BUENA SUERTE,1P,2024,0.0,138.253128
BUENA SUERTE,2P,2010,0.0,138.246381
BUENA SUERTE,2P,2011,0.0,138.246381
BUENA SUERTE,2P,2012,0.0,138.246381
BUENA SUERTE,2P,2013,0.0,138.246381
BUENA SUERTE,2P,2014,0.0,138.246381
BUENA SUERTE,2P,2015,0.0,138.246381
BUENA SUERTE,2P,2016,0.0,138.246107
BUENA SUERTE,2P,2017,0.0,138.246107
BUENA SUERTE,2P,2018,0.0,138.24611
BUENA SUERTE,2P,2019,0.0,138.246107
BUENA SUERTE,2P,2020,0.0,138.246107
BUENA SUERTE,2P,2021,0.0,138.244827
BUENA SUERTE,2P,2022,0.0,108.807136
BUENA SUERTE,2P,2023,0.0,138.253128
BUENA SUERTE,2P,2024,0.0,138.253128
BUENA SUERTE,3P,2010,0.0,138.246381
BUENA SUERTE,3P,2011,0.0,138.246381
BUENA SUERTE,3P,2012,0.0,138.246381
BUENA SUERTE,3P,2013,0.0,138.246381
BUENA SUERTE,3P,2014,0.0,138.246381
BUENA SUERTE,3P,2015,0.0,138.246381
BUENA SUERTE,3P,2016,0.0,138.246107
BUENA SUERTE,3P,2017,0.0,138.246107
BUENA SUERTE,3P,2018,0.0,138.24611
BUENA SUERTE,3P,2019,0.0,138.246107
BUENA SUERTE,3P,2020,0.0,138.246107
BUENA SUERTE,3P,2021,0.0,138.244827
BUENA SUERTE,3P,2022,0.0,108.807136
BUENA SUERTE,3P,2023,0.0,138.253128
BUENA SUERTE,3P,2024,0.0,138.253128
BUGAMBILIA,1P,2010,0.557473,0.719895
BUGAMBILIA,1P,2011,0.557473,0.719895
BUGAMBILIA,1P,2012,0.557473,0.719895
BUGAMBILIA,1P,2013,0.557473,0.719895
BUGAMBILIA,1P,2016,0.557473,0.719895
BUGAMBILIA,1P,2017,0.557473,0.719895
BUGAMBILIA,1P,2018,0.557473,0.719895
BUGAMBILIA,1P,2019,0.557473,0.719895
BUGAMBILIA,1P,2020,0.557473,0.719895
BUGAMBILIA,1P,2021,0.557468,0.719888
BUGAMBILIA,1P,2022,0.557495,0.719923
BUGAMBILIA,1P,2023,0.557495,0.719923
BUGAMBILIA,2P,2010,0.557473,0.719895
BUGAMBILIA,2P,2011,0.557473,0.719895
BUGAMBILIA,2P,2012,0.557473,0.719895
BUGAMBILIA,2P,2013,0.557473,0.719895
BUGAMBILIA,2P,2016,0.557473,0.719895
BUGAMBILIA,2P,2017,0.557473,0.719895
BUGAMBILIA,2P,2018,0.557473,0.719895
BUGAMBILIA,2P,2019,0.557473,0.719895
BUGAMBILIA,2P,2020,0.557473,0.719895
BUGAMBILIA,2P,2021,0.557468,0.719888
BUGAMBILIA,2P,2022,0.557495,0.719923
BUGAMBILIA,2P,2023,0.557495,0.719923
BUGAMBILIA,3P,2010,2.080716,2.686941
BUGAMBILIA,3P,2011,2.080716,2.686941
BUGAMBILIA,3P,2012,2.080716,2.686941
BUGAMBILIA,3P,2013,2.080716,2.686941
BUGAMBILIA,3P,2016,0.557473,0.719895
BUGAMBILIA,3P,2017,0.557473,0.719895
BUGAMBILIA,3P,2018,0.557473,0.719895
BUGAMBILIA,3P,2019,0.557473,0.719895
BUGAMBILIA,3P,2020,0.557473,0.719895
BUGAMBILIA,3P,2021,0.557468,0.719888
BUGAMBILIA,3P,2022,0.557495,0.719923
BUGAMBILIA,3P,2023,0.557495,0.719923
CAAN,1P,2010,1563.980038,2492.905981
CAAN,1P,2011,1563.980038,2492.905981
CAAN,1P,2012,1563.980038,2492.905981
CAAN,1P,2013,1563.980038,2492.905981
CAAN,1P,2014,1563.980038,2492.905981
CAAN,1P,2015,1563.980038,2492.905981
CAAN,1P,2016,1563.980038,2492.90104
CAAN,1P,2017,1563.980038,2492.90104
CAAN,1P,2018,1563.98,2492.901
CAAN,1P,2019,1563.980038,2492.90104
CAAN,1P,2020,1563.980038,2492.90104
CAAN,1P,2021,1563.965556,2492.877958
CAAN,1P,2022,1613.944936,2202.066471
CAAN,1P,2023,1613.997888,2202.138719
CAAN,1P,2024,1613.997888,2202.138719
CAAN,2P,2010,1563.980038,2492.905981
CAAN,2P,2011,1563.980038,2492.905981
CAAN,2P,2012,1563.980038,2492.905981
CAAN,2P,2013,1563.980038,2492.905981
CAAN,2P,2014,1563.980038,2492.905981
CAAN,2P,2015,1563.980038,2492.905981
CAAN,2P,2016,1563.980038,2492.90104
CAAN,2P,2017,1563.980038,2492.90104
CAAN,2P,2018,1563.98,2492.901
CAAN,2P,2019,1563.980038,2492.90104
CAAN,2P,2020,1563.980038,2492.90104
CAAN,2P,2021,1563.965556,2492.877958
CAAN,2P,2022,1613.944936,2202.066471
CAAN,2P,2023,1613.997888,2202.138719
CAAN,2P,2024,1613.997888,2202.138719
CAAN,3P,2010,1563.980038,2492.905981
CAAN,3P,2011,1563.980038,2492.905981
CAAN,3P,2012,1563.980038,2492.905981
CAAN,3P,2013,1563.980038,2492.905981
CAAN,3P,2014,1563.980038,2492.905981
CAAN,3P,2015,1563.980038,2492.905981
CAAN,3P,2016,1563.980038,2492.90104
CAAN,3P,2017,1563.980038,2492.90104
CAAN,3P,2018,1563.98,2492.901
CAAN,3P,2019,1563.980038,2492.90104
CAAN,3P,2020,1563.980038,2492.90104
CAAN,3P,2021,1563.965556,2492.877958
CAAN,3P,2022,1613.944936,2202.066471
CAAN,3P,2023,1613.997888,2202.138719
CAAN,3P,2024,1613.997888,2202.138719
CABALLERO,1P,2010,0.0,1.911562
CABALLERO,1P,2011,0.0,1.911562
CABALLERO,1P,2012,0.0,1.911562
CABALLERO,1P,2013,0.0,1.911556
CABALLERO,1P,2014,0.0,1.911556
CABALLERO,1P,2015,0.0,1.911556
CABALLERO,1P,2016,0.0,1.911556
CABALLERO,1P,2017,0.0,1.911556
CABALLERO,1P,2018,0.0,1.911556
CABALLERO,1P,2019,0.0,1.911553
CABALLERO,1P,2020,0.0,1.911553
CABALLERO,1P,2021,0.0,1.911535
CABALLERO,1P,2022,0.0,1.911632
CABALLERO,1P,2023,0.0,1.911632
CABALLERO,2P,2010,0.0,1.911562
CABALLERO,2P,2011,0.0,1.911562
CABALLERO,2P,2012,0.0,1.911562
CABALLERO,2P,2013,0.0,1.911556
CABALLERO,2P,2014,0.0,1.911556
CABALLERO,2P,2015,0.0,1.911556
CABALLERO,2P,2016,0.0,1.911556
CABALLERO,2P,2017,0.0,1.911556
CABALLERO,2P,2018,0.0,1.911556
CABALLERO,2P,2019,0.0,1.911553
CABALLERO,2P,2020,0.0,1.911553
CABALLERO,2P,2021,0.0,1.911535
CABALLERO,2P,2022,0.0,1.911632
CABALLERO,2P,2023,0.0,1.911632
CABALLERO,3P,2010,0.0,1.911562
CABALLERO,3P,2011,0.0,1.911562
CABALLERO,3P,2012,0.0,1.911562
CABALLERO,3P,2013,0.0,1.911556
CABALLERO,3P,2014,0.0,1.911556
CABALLERO,3P,2015,0.0,1.911556
CABALLERO,3P,2016,0.0,1.911556
CABALLERO,3P,2017,0.0,1.911556
CABALLERO,3P,2018,0.0,1.911556
CABALLERO,3P,2019,0.0,1.911553
CABALLERO,3P,2020,0.0,1.911553
CABALLERO,3P,2021,0.0,1.911535
CABALLERO,3P,2022,0.0,1.911632
CABALLERO,3P,2023,0.0,1.911632
CABELLAL,1P,2010,0.247217,0.204039
CABELLAL,1P,2011,0.247217,0.204039
CABELLAL,1P,2012,0.247217,0.204039
CABELLAL,1P,2013,0.247217,0.204039
CABELLAL,1P,2014,0.247217,0.204039
CABELLAL,1P,2015,0.247217,0.204039
CABELLAL,1P,2016,0.247217,0.204039
CABELLAL,1P,2017,0.247217,0.204039
CABELLAL,1P,2018,0.247217,0.204039
CABELLAL,1P,2019,0.247217,0.204039
CABELLAL,1P,2020,0.247217,0.204039
CABELLAL,1P,2021,0.247215,0.204037
CABELLAL,1P,2022,0.247227,0.204047
CABELLAL,1P,2023,0.247227,0.204047
CABELLAL,2P,2010,0.247217,0.204039
CABELLAL,2P,2011,0.247217,0.204039
CABELLAL,2P,2012,0.247217,0.204039
CABELLAL,2P,2013,0.247217,0.204039
CABELLAL,2P,2014,0.247217,0.204039
CABELLAL,2P,2015,0.247217,0.204039
CABELLAL,2P,2016,0.247217,0.204039
CABELLAL,2P,2017,0.247217,0.204039
CABELLAL,2P,2018,0.247217,0.204039
CABELLAL,2P,2019,0.247217,0.204039
CABELLAL,2P,2020,0.247217,0.204039
CABELLAL,2P,2021,0.247215,0.204037
CABELLAL,2P,2022,0.247227,0.204047
CABELLAL,2P,2023,0.247227,0.204047
CABELLAL,3P,2010,0.247217,0.204039
CABELLAL,3P,2011,0.247217,0.204039
CABELLAL,3P,2012,0.247217,0.204039
CABELLAL,3P,2013,0.247217,0.204039
CABELLAL,3P,2014,0.247217,0.204039
CABELLAL,3P,2015,0.247217,0.204039
CABELLAL,3P,2016,0.247217,0.204039
CABELLAL,3P,2017,0.247217,0.204039
CABELLAL,3P,2018,0.247217,0.204039
CABELLAL,3P,2019,0.247217,0.204039
CABELLAL,3P,2020,0.247217,0.204039
CABELLAL,3P,2021,0.247215,0.204037
CABELLAL,3P,2022,0.247227,0.204047
CABELLAL,3P,2023,0.247227,0.204047
CABEZA,1P,2010,0.0,45.775104
CABEZA,1P,2011,0.0,45.775104
CABEZA,1P,2012,0.0,66.685215
CABEZA,1P,2013,0.0,66.685215
CABEZA,1P,2014,0.0,66.685215
CABEZA,1P,2015,0.0,66.685215
CABEZA,1P,2016,0.0,66.685083
CABEZA,1P,2017,0.0,66.685083
CABEZA,1P,2018,0.0,66.685083
CABEZA,1P,2019,0.0,66.685083
CABEZA,1P,2020,0.0,66.685083
CABEZA,1P,2021,0.0,66.684465
CABEZA,1P,2022,0.0,66.687846
CABEZA,1P,2023,0.0,66.714388
CABEZA,1P,2024,0.0,66.714388
CABEZA,2P,2010,0.0,55.634501
CABEZA,2P,2011,0.0,55.634501
CABEZA,2P,2012,0.0,76.082985
CABEZA,2P,2013,0.0,76.082985
CABEZA,2P,2014,0.0,76.082985
CABEZA,2P,2015,0.0,76.082985
CABEZA,2P,2016,0.0,76.082835
CABEZA,2P,2017,0.0,76.082835
CABEZA,2P,2018,0.0,76.082834
CABEZA,2P,2019,0.0,76.082835
CABEZA,2P,2020,0.0,76.082835
CABEZA,2P,2021,0.0,76.08213
CABEZA,2P,2022,0.0,76.085987
CABEZA,2P,2023,0.0,76.08849
CABEZA,2P,2024,0.0,76.08849
CABEZA,3P,2010,0.0,91.550208
CABEZA,3P,2011,0.0,91.550208
CABEZA,3P,2012,0.0,110.23305
CABEZA,3P,2013,0.0,110.23305
CABEZA,3P,2014,0.0,110.23305
CABEZA,3P,2015,0.0,110.23305
CABEZA,3P,2016,0.0,110.232832
CABEZA,3P,2017,0.0,110.232832
CABEZA,3P,2018,0.0,110.23283
CABEZA,3P,2019,0.0,110.232832
CABEZA,3P,2020,0.0,110.232832
CABEZA,3P,2021,0.0,110.231811
CABEZA,3P,2022,0.0,110.237399
CABEZA,3P,2023,0.0,110.241026
CABEZA,3P,2024,0.0,110.241026
CABO NUEVO,1P,2010,26.781307,4.661341
CABO NUEVO,1P,2011,26.781307,4.661341
CABO NUEVO,1P,2012,26.781307,4.661341
CABO NUEVO,1P,2013,26.781307,4.661341
CABO NUEVO,1P,2014,26.781307,4.661341
CABO NUEVO,1P,2015,26.781307,4.661341
CABO NUEVO,1P,2016,26.781307,4.661341
CABO NUEVO,1P,2017,26.781307,4.661341
CABO NUEVO,1P,2018,26.781307,4.661341
CABO NUEVO,1P,2019,26.781307,4.661341
CABO NUEVO,1P,2020,26.781307,4.661332
CABO NUEVO,1P,2021,26.781059,4.661289
CABO NUEVO,1P,2022,26.782366,4.661516
CABO NUEVO,1P,2023,26.782366,4.661516
CABO NUEVO,2P,2010,26.781307,4.661341
CABO NUEVO,2P,2011,26.781307,4.661341
CABO NUEVO,2P,2012,26.781307,4.661341
CABO NUEVO,2P,2013,26.781307,4.661341
CABO NUEVO,2P,2014,26.781307,4.661341
CABO NUEVO,2P,2015,26.781307,4.661341
CABO NUEVO,2P,2016,26.781307,4.661341
CABO NUEVO,2P,2017,26.781307,4.661341
CABO NUEVO,2P,2018,26.781307,4.661341
CABO NUEVO,2P,2019,26.781307,4.661341
CABO NUEVO,2P,2020,26.781307,4.661332
CABO NUEVO,2P,2021,26.781059,4.661289
CABO NUEVO,2P,2022,26.782366,4.661516
CABO NUEVO,2P,2023,26.782366,4.661516
CABO NUEVO,3P,2010,26.781307,4.661341
CABO NUEVO,3P,2011,26.781307,4.661341
CABO NUEVO,3P,2012,26.781307,4.661341
CABO NUEVO,3P,2013,26.781307,4.661341
CABO NUEVO,3P,2014,26.781307,4.661341
CABO NUEVO,3P,2015,26.781307,4.661341
CABO NUEVO,3P,2016,26.781307,4.661341
CABO NUEVO,3P,2017,26.781307,4.661341
CABO NUEVO,3P,2018,26.781307,4.661341
CABO NUEVO,3P,2019,26.781307,4.661341
CABO NUEVO,3P,2020,26.781307,4.661332
CABO NUEVO,3P,2021,26.781059,4.661289
CABO NUEVO,3P,2022,26.782366,4.661516
CABO NUEVO,3P,2023,26.782366,4.661516
CABO ROJO,1P,2010,0.294509,0.158129
CABO ROJO,1P,2011,0.294509,0.158129
CABO ROJO,1P,2012,0.294509,0.158129
CABO ROJO,1P,2013,0.294509,0.158129
CABO ROJO,1P,2014,0.294509,0.158129
CABO ROJO,1P,2015,0.294509,0.158129
CABO ROJO,1P,2016,0.294509,0.158129
CABO ROJO,1P,2017,0.294509,0.158129
CABO ROJO,1P,2018,0.294509,0.158129
CABO ROJO,1P,2019,0.294509,0.158129
CABO ROJO,1P,2020,0.294509,0.158128
CABO ROJO,1P,2021,0.294507,0.158127
CABO ROJO,1P,2022,0.294521,0.158135
CABO ROJO,1P,2023,0.294521,0.158135
CABO ROJO,2P,2010,0.294509,0.158129
CABO ROJO,2P,2011,0.294509,0.158129
CABO ROJO,2P,2012,0.294509,0.158129
CABO ROJO,2P,2013,0.294509,0.158129
CABO ROJO,2P,2014,0.294509,0.158129
CABO ROJO,2P,2015,0.294509,0.158129
CABO ROJO,2P,2016,0.294509,0.158129
CABO ROJO,2P,2017,0.294509,0.158129
CABO ROJO,2P,2018,0.294509,0.158129
CABO ROJO,2P,2019,0.294509,0.158129
CABO ROJO,2P,2020,0.294509,0.158128
CABO ROJO,2P,2021,0.294507,0.158127
CABO ROJO,2P,2022,0.294521,0.158135
CABO ROJO,2P,2023,0.294521,0.158135
CABO ROJO,3P,2010,0.294509,0.158129
CABO ROJO,3P,2011,0.294509,0.158129
CABO ROJO,3P,2012,0.294509,0.158129
CABO ROJO,3P,2013,0.294509,0.158129
CABO ROJO,3P,2014,0.294509,0.158129
CABO ROJO,3P,2015,0.294509,0.158129
CABO ROJO,3P,2016,0.294509,0.158129
CABO ROJO,3P,2017,0.294509,0.158129
CABO ROJO,3P,2018,0.294509,0.158129
CABO ROJO,3P,2019,0.294509,0.158129
CABO ROJO,3P,2020,0.294509,0.158128
CABO ROJO,3P,2021,0.294507,0.158127
CABO ROJO,3P,2022,0.294521,0.158135
CABO ROJO,3P,2023,0.294521,0.158135
CACAHUATENGO,1P,2010,123.193999,64.923238
CACAHUATENGO,1P,2011,61.852118,32.596066
CACAHUATENGO,1P,2012,133.738838,70.480367
CACAHUATENGO,1P,2013,127.185231,66.975743
CACAHUATENGO,1P,2014,112.957824,59.48359
CACAHUATENGO,1P,2015,112.957824,59.48359
CACAHUATENGO,1P,2016,112.809971,59.405613
CACAHUATENGO,1P,2017,85.950454,45.261419
CACAHUATENGO,1P,2018,85.950454,45.261419
CACAHUATENGO,1P,2019,85.950454,45.261419
CACAHUATENGO,1P,2020,85.950454,45.261419
CACAHUATENGO,1P,2021,85.949658,45.261
CACAHUATENGO,1P,2022,85.953853,45.263209
CACAHUATENGO,1P,2023,85.953853,45.263209
CACAHUATENGO,1P,2024,0.0,0.0
CACAHUATENGO,2P,2010,1904.727763,1003.791531
CACAHUATENGO,2P,2011,1597.088592,841.665688
CACAHUATENGO,2P,2012,1642.046153,865.358322
CACAHUATENGO,2P,2013,1434.216489,755.258403
CACAHUATENGO,2P,2014,1408.687932,741.815065
CACAHUATENGO,2P,2015,1094.152638,576.180779
CACAHUATENGO,2P,2016,912.837779,480.699422
CACAHUATENGO,2P,2017,912.837779,480.699421
CACAHUATENGO,2P,2018,912.83778,480.69942
CACAHUATENGO,2P,2019,912.837779,480.699421
CACAHUATENGO,2P,2020,912.837779,480.699421
CACAHUATENGO,2P,2021,912.829327,480.69497
CACAHUATENGO,2P,2022,912.873873,480.718429
CACAHUATENGO,2P,2023,912.873873,480.718429
CACAHUATENGO,2P,2024,0.0,0.0
CACAHUATENGO,3P,2010,2392.85493,1261.034548
CACAHUATENGO,3P,2011,2392.854929,1261.034548
CACAHUATENGO,3P,2012,2051.193849,1080.979158
CACAHUATENGO,3P,2013,2051.200186,1080.162018
CACAHUATENGO,3P,2014,2051.200186,1080.162018
CACAHUATENGO,3P,2015,2051.200186,1080.162018
CACAHUATENGO,3P,2016,1919.644153,1010.882608
CACAHUATENGO,3P,2017,1919.644153,1010.882607
CACAHUATENGO,3P,2018,1919.6442,1010.8826
CACAHUATENGO,3P,2019,1919.644153,1010.882607
CACAHUATENGO,3P,2020,1919.644153,1010.882607
CACAHUATENGO,3P,2021,1919.626378,1010.873246
CACAHUATENGO,3P,2022,1919.720056,1010.922578
CACAHUATENGO,3P,2023,1919.720056,1010.922578
CACAHUATENGO,3P,2024,0.0,0.0
CACAHUATENGO PR,1P,2010,1.917223,1.072485
CACAHUATENGO PR,1P,2011,1.917223,1.072485
CACAHUATENGO PR,1P,2012,1.917223,1.072485
CACAHUATENGO PR,1P,2013,1.917223,1.072485
CACAHUATENGO PR,1P,2014,1.917223,1.072485
CACAHUATENGO PR,1P,2015,1.917223,1.072485
CACAHUATENGO PR,1P,2016,1.917223,1.072485
CACAHUATENGO PR,1P,2017,1.917223,1.072485
CACAHUATENGO PR,1P,2018,1.917223,1.072485
CACAHUATENGO PR,1P,2019,1.917223,1.072485
CACAHUATENGO PR,1P,2020,1.917223,1.072483
CACAHUATENGO PR,1P,2021,1.917223,1.072483
CACAHUATENGO PR,2P,2010,1.917223,1.072485
CACAHUATENGO PR,2P,2011,1.917223,1.072485
CACAHUATENGO PR,2P,2012,1.917223,1.072485
CACAHUATENGO PR,2P,2013,1.917223,1.072485
CACAHUATENGO PR,2P,2014,1.917223,1.072485
CACAHUATENGO PR,2P,2015,1.917223,1.072485
CACAHUATENGO PR,2P,2016,1.917223,1.072485
CACAHUATENGO PR,2P,2017,1.917223,1.072485
CACAHUATENGO PR,2P,2018,1.917223,1.072485
CACAHUATENGO PR,2P,2019,1.917223,1.072485
CACAHUATENGO PR,2P,2020,1.917223,1.072483
CACAHUATENGO PR,2P,2021,1.917223,1.072483
CACAHUATENGO PR,3P,2010,1.917223,1.072485
CACAHUATENGO PR,3P,2011,1.917223,1.072485
CACAHUATENGO PR,3P,2012,1.917223,1.072485
CACAHUATENGO PR,3P,2013,1.917223,1.072485
CACAHUATENGO PR,3P,2014,1.917223,1.072485
CACAHUATENGO PR,3P,2015,1.917223,1.072485
CACAHUATENGO PR,3P,2016,1.917223,1.072485
CACAHUATENGO PR,3P,2017,1.917223,1.072485
CACAHUATENGO PR,3P,2018,1.917223,1.072485
CACAHUATENGO PR,3P,2019,1.917223,1.072485
CACAHUATENGO PR,3P,2020,1.917223,1.072483
CACAHUATENGO PR,3P,2021,1.917223,1.072483
CACALILAO,1P,2010,3216.48356,9746.032887
CACALILAO,1P,2011,3216.48356,9746.032887
CACALILAO,1P,2012,3216.48356,9746.032887
CACALILAO,1P,2013,3234.719211,9801.287408
CACALILAO,1P,2014,3234.719211,9801.287408
CACALILAO,1P,2015,3234.719211,9801.287408
CACALILAO,1P,2016,3234.719211,9801.26798
CACALILAO,1P,2017,3234.719211,9801.26798
CACALILAO,1P,2018,3234.7192,9801.268
CACALILAO,1P,2019,6330.403801,19181.2581
CACALILAO,1P,2020,3492.884589,9467.860119
CACALILAO,1P,2021,3492.876165,9467.858707
CACALILAO,1P,2022,3492.998569,9468.229595
CACALILAO,1P,2023,3492.998569,9468.229595
CACALILAO,1P,2024,0.0,0.0
CACALILAO,2P,2010,3216.48356,9746.032887
CACALILAO,2P,2011,3216.48356,9746.032887
CACALILAO,2P,2012,3216.48356,9746.032887
CACALILAO,2P,2013,3459.693464,10482.96553
CACALILAO,2P,2014,3459.693464,10482.96553
CACALILAO,2P,2015,3459.693464,10482.96553
CACALILAO,2P,2016,3459.693464,10482.94475
CACALILAO,2P,2017,3459.693464,10482.94475
CACALILAO,2P,2018,3459.6935,10482.945
CACALILAO,2P,2019,6770.728114,20515.45013
CACALILAO,2P,2020,3708.234649,10120.37538
CACALILAO,2P,2021,3708.226225,10120.37397
CACALILAO,2P,2022,3708.357145,10120.77066
CACALILAO,2P,2023,3708.357145,10120.77066
CACALILAO,2P,2024,0.0,0.0
CACALILAO,3P,2010,3216.48356,9746.032887
CACALILAO,3P,2011,3216.48356,9746.032887
CACALILAO,3P,2012,3216.48356,9746.032887
CACALILAO,3P,2013,3630.128504,10999.38835
CACALILAO,3P,2014,3630.128504,10999.38835
CACALILAO,3P,2015,3630.128504,10999.38835
CACALILAO,3P,2016,3630.128504,10999.36654
CACALILAO,3P,2017,3630.128504,10999.36654
CACALILAO,3P,2018,3630.1285,10999.367
CACALILAO,3P,2019,7104.274927,21526.10406
CACALILAO,3P,2020,3871.346422,10614.60752
CACALILAO,3P,2021,3871.337998,10614.60611
CACALILAO,3P,2022,3871.475368,10615.02234
CACALILAO,3P,2023,3871.475368,10615.02234
CACALILAO,3P,2024,0.0,0.0
CACHAS,1P,2010,0.0,0.720657
CACHAS,1P,2011,0.0,0.720657
CACHAS,1P,2012,0.0,1.071248
CACHAS,1P,2013,0.0,1.487911
CACHAS,1P,2014,0.0,1.487911
CACHAS,1P,2015,0.0,1.487911
CACHAS,1P,2016,0.0,1.487911
CACHAS,1P,2017,0.0,1.487911
CACHAS,1P,2018,0.0,1.487911
CACHAS,1P,2019,0.0,1.487908
CACHAS,1P,2020,0.0,1.487908
CACHAS,1P,2021,0.0,1.487894
CACHAS,1P,2022,0.0,1.487969
CACHAS,1P,2023,0.0,1.487969
CACHAS,2P,2010,0.0,0.720657
CACHAS,2P,2011,0.0,0.720657
CACHAS,2P,2012,0.0,1.071248
CACHAS,2P,2013,0.0,1.487911
CACHAS,2P,2014,0.0,1.487911
