CAMPO_SIH,CATEGORIA,AÑO,VOLUMEN_ORIGINAL_PETROLEO_MMB,VOLUMEN_ORIGINAL_GAS_MMMPC
TEEKIT PROFUNDO,3P,2025,60.749405345283385,27.149765226325922
TEEKIT PROFUNDO,3P,2026,60.74024418811245,23.371630919100863
TEKEL,3P,2025,851.4044856327796,96.2007329272286
TEKEL,3P,2026,822.481821422492,95.87957577725888
TENEXCUILA,3P,2025,1053.728687187333,524.2172666108
TENEXCUILA,3P,2026,1053.728550669764,659.7506686193958
TEOTLECO,3P,2025,374.6436917927133,1270.740246848538
TEOTLECO,3P,2026,374.6394260310175,1270.7402850917267
TEPETATE NORTE CHINAMPA,3P,2025,560.6713386414795,283.3136248675332
TEPETATE NORTE CHINAMPA,3P,2026,560.6713373698101,283.31362423234725
TEPEYIL,3P,2025,148.68025399989233,341.7762705175156
TEPEYIL,3P,2026,148.68025399989227,339.9477552195201
TERRA,3P,2025,61.4483589785348,157.69303571596924
TERRA,3P,2026,13.88941554909433,38.4366835990014
TETL,3P,2025,79.37242305186066,38.74462298810004
TETL,3P,2026,79.49182840495688,37.05150286863214
TIERRA BLANCA CHAPOPOTE NUNEZ,3P,2025,352.52303947116457,197.13486539444182
TIERRA BLANCA CHAPOPOTE NUNEZ,3P,2026,352.5230386725448,197.13486494856622
TIGRILLO,3P,2025,5.037071,49.25831207738211
TIGRILLO,3P,2026,5.037071,49.3805332259107
TINTAL,3P,2025,312.2408946191727,239.54773842750376
TINTAL,3P,2026,312.2408946164531,239.54773843089632
TIUMUT,3P,2025,10.248301529778976,15.716974713894077
TIUMUT,3P,2026,10.248302749752495,15.716974640392882
TIZON,3P,2025,223.22861543008364,1001.6723686955953
TIZON,3P,2026,223.92956715691133,1003.7574403810501
TLACAME,3P,2025,318.26292198789827,94.26337434923728
TLACAME,3P,2026,330.6135745686009,65.87913379960303
TLACOLULA,3P,2025,-431.711248615411,-136.33486587762246
TLACOLULA,3P,2026,-226.05090257262225,-99.36599119691112
TLAMATINI,3P,2025,159.5312151441657,100.67209728215128
TLAMATINI,3P,2026,159.52740464161172,102.05478079049337
TOKAL,3P,2025,55.60141328483044,49.44909899981457
TOKAL,3P,2026,55.601413150157626,49.44909899981392
TOLOC,3P,2025,57.53908058182194,65.93043682425711
TOLOC,3P,2026,57.53906861761085,65.94906410895972
TOPILA,3P,2025,383.0245099999993,1385.6951250061525
TOPILA,3P,2026,383.0245099999993,1385.6951250065017
TORRECILLAS,3P,2025,-0.00012165639072181378,18.58968873979279
TORRECILLAS,3P,2026,-9.826466965458392e-05,32.915332258722536
TOTECO CERRO AZUL,3P,2025,1256.9094617821663,705.7007410320047
TOTECO CERRO AZUL,3P,2026,1256.909456564555,705.7007394489008
TRES HERMANOS,3P,2025,423.24839403733483,694.9969702060679
TRES HERMANOS,3P,2026,423.2483930730007,695.7039864106567
TRION,3P,2025,1584.9981710743004,1345.0001745284394
TRION,3P,2026,1586.3743104421299,1345.0001745285167
TSIMIN,3P,2025,311.9199777586059,1084.6415752489452
TSIMIN,3P,2026,311.922851509913,1084.6429237829484
TSON,3P,2025,1084.235629993434,265.83168720065976
TSON,3P,2026,1084.2354470022085,265.8316341740278
TUMUT,3P,2025,125.20544473883194,137.4884786741778
TUMUT,3P,2026,125.06048674746103,137.32986987548165
TUPILCO,3P,2025,259.1521458153028,162.7281849999999
TUPILCO,3P,2026,259.15241827368783,162.7281849999999
UCHBAL,3P,2025,25.454943510459348,12.850114391201352
UCHBAL,3P,2026,25.45131711197359,12.849364453327523
UECH,3P,2025,259.11670919220103,527.5079668278157
UECH,3P,2026,260.7213588006426,529.4090573821117
UTSIL,3P,2025,864.4279824004867,173.5472686662224
UTSIL,3P,2026,861.1402129930995,111.94971406409664
VARA ALTA,3P,2025,1.063163828335288,2.3876527410673325
VARA ALTA,3P,2026,1.0679506890131452,2.398388194703672
VERNET,3P,2025,85.61878527395463,222.36460855385815
VERNET,3P,2026,85.86842972759408,226.32341973979362
WAYIL,3P,2025,61.031161768697004,195.31762890189714
WAYIL,3P,2026,61.03114881195392,195.31759054415826
XANAB,3P,2025,1134.848308676707,748.1234997860803
XANAB,3P,2026,1131.9159963834961,745.4893238811684
XIKIN,3P,2025,375.0925001091199,461.8922506006664
XIKIN,3P,2026,376.826121294595,450.4304569987484
XUX,3P,2025,333.3534855656661,1445.1736580594688
XUX,3P,2026,355.42029583243743,1520.3550231197241
YAGUAL,3P,2025,210.93026152532596,203.42541208221402
YAGUAL,3P,2026,210.91760350046997,203.42541190991037
YAXCHE,3P,2025,1459.282381594915,626.2577839282271
YAXCHE,3P,2026,1459.7768935624806,626.6715401202516
YETIC,3P,2024,8.504327996475368,10.13050987281814
YETIC,3P,2025,8.504336255796831,10.130737448318593
YUM,3P,2025,33.425820798381714,118.88388442130392
YUM,3P,2026,29.9473640319827,106.59951167119901
ZAAP,3P,2025,5811.145215879974,2182.313934880558
ZAAP,3P,2026,5867.105505939086,2197.285857409409
ZACAMIXTLE,3P,2025,61.42048190253437,31.51604061236862
ZACAMIXTLE,3P,2026,61.420481764079454,31.59174980664018
ZAZIL HA,3P,2025,261.250515162292,42.24417209055547
ZAZIL HA,3P,2026,261.2504603327171,42.244163799517075
